provider_num,npi,name,address,city,state,postcode,fips_county,lat,lon,phone,provider_type_code,category,emergency,upin,pin,region_code,bed_count,clia_lab_number
101956,1801826288,WAREHAM SURGERY,WAREHAM SURGERY,WAREHAM,SW,BH20 4PG,,50.687004,-2.1167043,01929 553444,,,,,,,,
101957,1801826289,SHORE MEDICAL,SHORE MEDICAL,POOLE,SW,BH14 0DJ,,50.728442,-1.9423682,01202 741370,,,,,,,,
101958,1801826290,CANFORD HEATH GROUP PRACT,CANFORD HEATH GROUP PRACT,POOLE,SW,BH17 8UE,,50.741391,-1.9648152,01202 772540,,,,,,,,
101959,1801826291,WESTBOURNE MEDICAL CENTRE,WESTBOURNE MEDICAL CENTRE,BOURNEMOUTH,SW,BH4 9HJ,,50.723542,-1.9034439,01202 752550,,,,,,,,
101960,1801826292,QUEENS AVENUE SURGERY,QUEENS AVENUE SURGERY,DORCHESTER,SW,DT1 2EW,,50.707347,-2.4446596,01305 262886,,,,,,,,
101961,1801826293,YETMINSTER MEDICAL CENTRE,THE SURGERY,SHERBORNE,SW,DT9 6LG,,50.893982,-2.5775301,01935 872530,,,,,,,,
101962,1801826294,BEAUFORT ROAD SURGERY,BEAUFORT ROAD SURGERY,"SOUTHBOURNE, BOURNEMOUTH",SW,BH6 5AJ,,50.728157,-1.814841,01202 433081,,,,,,,,
101963,1801826295,THE BLANDFORD GROUP PRACTICE,BLANDFORD GROUP PRACTICE,BLANDFORD,SW,DT11 7BH,,50.859001,-2.1652841,01258 452501,,,,,,,,
101964,1801826296,BERE REGIS SURGERY,THE SURGERY,WAREHAM,SW,BH20 7HB,,50.75252,-2.2197958,01929 471268,,,,,,,,
101965,1801826297,SHELLEY MANOR HOLDENHURST MEDICAL CENTRE,SHELLEY MANOR MED CTR,BOURNEMOUTH,SW,BH5 1LX,,50.723834,-1.8344508,01202 309421,,,,,,,,
101966,1801826298,WEST MOORS VILLAGE SURGERY,WEST MOORS GROUP PRACTICE,FERNDOWN,SW,BH22 0HX,,50.82619,-1.8896883,01202 865800,,,,,,,,
101967,1801826299,THE WELLBRIDGE PRACTICE,THE WELLBRIDGE PRACTICE,WOOL WAREHAM,SW,BH20 6DR,,50.679048,-2.225354,01929 462376,,,,,,,,
101968,1801826300,WEYMOUTH BAY MEDICAL PRACTICE,ROYAL CRESCENT SURGERY,WEYMOUTH,SW,DT4 7BY,,50.616587,-2.4526794,01305 774466,,,,,,,,
101969,1801826301,HIGHCLIFFE MEDICAL CENTRE,HIGHCLIFFE MEDICAL CENTRE,HIGHCLIFFE,SW,BH23 5ET,,50.741232,-1.7018378,01425 272203,,,,,,,,
101970,1801826302,THE APPLES MEDICAL CENTRE,THE APPLES MEDICAL CENTRE,SHERBORNE,SW,DT9 3DG,,50.948221,-2.508607,01935 812633,,,,,,,,
101971,1801826303,THE VERWOOD SURGERY,THE VERWOOD SURGERY,VERWOOD,SW,BH31 7PY,,50.881952,-1.8805306,01202 825353,,,,,,,,
101972,1801826304,EAGLE HOUSE SURGERY,EAGLE HOUSE SURGERY,BLANDFORD FORUM,SW,DT11 7DQ,,50.857543,-2.1656625,01258 453171,,,,,,,,
101973,1801826305,NEWLAND SURGERY,NEWLAND SURGERY,SHERBORNE,SW,DT9 4DL,,50.95327,-2.5137019,01935 813438,,,,,,,,
101974,1801826306,TALBOT MEDICAL CENTRE,TALBOT MEDICAL CENTRE,BOURNEMOUTH,SW,BH10 4BX,,50.748888,-1.9089341,01202 636400,,,,,,,,
101975,1801826307,THE QUARTER JACK SURGERY,QUARTERJACK SURGERY,WIMBORNE,SW,BH21 1AP,,50.79813,-1.9827366,01202 848262,,,,,,,,
101976,1801826308,MILTON ABBAS SURGERY,THE SURGERY,BLANDFORD FORUM,SW,DT11 0AT,,50.819088,-2.2725615,01258 880210,,,,,,,,
101977,1801826309,THE ROSEMARY HEALTH CTR,THE ROSEMARY HEALTH CTR,POOLE,SW,BH12 3HF,,50.739667,-1.9471303,01202 723372,,,,,,,,
101978,1801826310,MOORDOWN MEDICAL CENTRE,MOORDOWN MEDICAL CENTRE,BOURNEMOUTH,SW,BH9 2XF,,50.756212,-1.8744708,01202 974700,,,,,,,,
101979,1801826311,STALBRIDGE SURGERY,STALBRIDGE SURGERY,STURMINSTER NEWTON,SW,DT10 2RG,,50.959997,-2.3768576,01963 362363,,,,,,,,
101980,1801826312,THE HADLEIGH PRACTICE,THE HADLEIGH PRACTICE,BROADSTONE,SW,BH18 8EE,,50.761018,-1.9935253,01202 692268,,,,,,,,
101981,1801826313,VILLAGE SURGERY,THE VILLAGE SURGERY,POOLE,SW,BH12 5BF,,50.741198,-1.8963075,01202 525252,,,,,,,,
101982,1801826314,THE BARN SURGERY,CHRISTCHURCH MEDICAL CTR,CHRISTCHURCH,SW,BH23 3AF,,50.736437,-1.7594579,01202 486456,,,,,,,,
101983,1801826315,HEATHERVIEW MEDICAL CTR.,HEATHERVIEW MEDICAL CTR.,POOLE,SW,BH12 4AY,,50.739773,-1.9130332,01202 743678,,,,,,,,
101984,1801826316,KINSON ROAD MEDICAL CENTRE,KINSON ROAD MEDICAL CTR,BOURNEMOUTH,SW,BH10 5EY,,50.767434,-1.9014254,01202 574604,,,,,,,,
101985,1801826317,THE HARVEY PRACTICE,THE HARVEY PRACTICE,BROADSTONE,SW,BH18 8EE,,50.761018,-1.9935253,01202 697307,,,,,,,,
101986,1801826318,JAMES FISHER MEDICAL CENTRE,JAMES FISHER MEDICAL CTR,BOURNEMOUTH,SW,BH9 3LQ,,50.760837,-1.861202,01202 522622,,,,,,,,
101987,1801826319,WESSEX ROAD SURGERY,WESSEX ROAD SURGERY,POOLE,SW,BH14 8BQ,,50.722898,-1.951569,01202 734924,,,,,,,,
101988,1801826320,THE MARINE & OAKRIDGE PARTNERSHIP,MARINE SURGERY,BOURNEMOUTH,SW,BH6 3DB,,50.722847,-1.8065462,01202 425588,,,,,,,,
101989,1801826321,BURTON & BRANSGORE MEDICAL CENTRE,123 SALISBURY ROAD,CHRISTCHURCH,SW,BH23 7JN,,50.75285,-1.7648598,01202 474311,,,,,,,,
101990,1801826322,WYKE REGIS & LANEHOUSE MEDICAL PRACTICE,WYKE REGIS MEDICAL PRACT,WEYMOUTH,SW,DT4 9BE,,50.594618,-2.4750311,01305 782226,,,,,,,,
101991,1801826323,LIFEBOAT QUAY MEDICAL CENTRE,LIFEBOAT QUAY MEDICAL CTR,POOLE,SW,BH15 1AE,,50.718734,-1.9849326,0844 4773324,,,,,,,,
101992,1801826324,CERNE ABBAS SURGERY,THE CERNE ABBAS PRACTICE,DORCHESTER,SW,DT2 7JG,,50.809269,-2.474339,01300 341666,,,,,,,,
101993,1801826325,LILLIPUT SURGERY,LINDISFARNE,POOLE,SW,BH14 8EE,,50.711604,-1.9540308,01202 710013,,,,,,,,
101994,1801826326,ABBOTSBURY ROAD SURGERY,THE SURGERY,WEYMOUTH,SW,DT4 0AE,,50.612027,-2.4619919,01305 780806,,,,,,,,
101995,1801826327,CHRISTCHURCH MEDICAL PRACTICE,CHRISTCHURCH MEDICAL PRAC,CHRISTCHURCH,SW,BH23 3AF,,50.736437,-1.7594579,01202 481901,,,,,,,,
101996,1801826328,FARMHOUSE SURGERY,CHRISTCHURCH MED CENTRE,CHRISTCHURCH,SW,BH23 3AF,,50.736437,-1.7594579,01202 488487,,,,,,,,
101997,1801826329,THE CRANBORNE PRACTICE,THE SURGERY,WIMBORNE,SW,BH21 5QE,,50.919771,-1.9191863,01725 517272,,,,,,,,
101998,1801826330,SOUTHBOURNE PRACTICE,SOUTHBOURNE SURGERY,"SOUTHBOURNE, BOURNEMOUTH",SW,BH6 5BF,,50.728156,-1.8142601,01202 427878,,,,,,,,
101999,1801826331,PENNY'S HILL PRACTICE,PENNY'S HILL PRACTICE,FERNDOWN,SW,BH22 9HB,,50.801788,-1.8944994,01202 897200,,,,,,,,
102000,1801826332,ST ALBANS MEDICAL CENTRE,ST.ALBANS MEDICAL CENTRE,CHARMINSTER,SW,BH8 9EW,,50.741727,-1.8607624,01202 517333,,,,,,,,
102001,1801826333,DURDELLS AVENUE SURGERY,1 DURDELLS AVENUE,BOURNEMOUTH,SW,BH11 9EH,,50.767459,-1.9111245,01202 573947,,,,,,,,
102002,1801826334,POOLE TOWN SURGERY,POOLE TOWN SURGERY,POOLE,SW,BH15 2PG,,50.719578,-1.976348,01202 670111,,,,,,,,
102003,1801826335,MADEIRA MEDICAL CENTRE,MADEIRA MEDICAL CENTRE,"PARKSTONE, POOLE",SW,BH14 9ET,,50.72815,-1.9348028,01202 741345,,,,,,,,
102004,1801826336,STOUR SURGERY,THE STOUR SURGERY,CHRISTCHURCH,SW,BH23 1PA,,50.73605,-1.7821894,01202 464500,,,,,,,,
102005,1801826337,LITTLEDOWN SURGERY,LITTLEDOWN SURGERY,BOURNEMOUTH,SW,BH7 7BU,,50.741647,-1.8334386,01202 309500,,,,,,,,
102006,1801826338,ATRIUM HEALTH CENTRE,ATRIUM HEALTH CENTRE,DORCHESTER,SW,DT1 1QR,,50.710824,-2.4382625,01305 251545,,,,,,,,
102007,1801826339,LONGFLEET HOUSE SURGERY,LONGFLEET HOUSE SURGERY,POOLE,SW,BH15 2JD,,50.722805,-1.9710481,01202 666677,,,,,,,,
102008,1801826340,THE BANKS & BEARWOOD MEDICAL CENTRE,THE BANKS MEDICAL CENTRE,BOURNEMOUTH,SW,BH3 7AT,,50.739024,-1.8801002,01202 593444,,,,,,,,
102009,1801826341,LEYBOURNE SURGERY,1 LEYBOURNE AVENUE,BOURNEMOUTH,SW,BH10 6ES,,50.758437,-1.8872102,01202 527003,,,,,,,,
102010,1801826342,THE PANTON PRACTICE,THE PANTON PRACTICE,BOURNEMOUTH,SW,BH1 3EG,,50.720939,-1.8625946,01202 411700,,,,,,,,
102011,1801826343,THE BRIDGES MEDICAL CTR.,THE BRIDGES MEDICAL CTR.,WEYMOUTH,SW,DT4 7DW,,50.614038,-2.4560047,01305 774411,,,,,,,,
102012,1801826344,BARTON HOUSE MED PRACTICE,BARTON HOUSE MED PRACTICE,BEAMINSTER,SW,DT8 3EQ,,50.80961,-2.7375503,01308 861938,,,,,,,,
102013,1801826345,CROSS ROAD SURGERY,CROSS ROAD SURGERY,WEYMOUTH,SW,DT4 9QX,,50.602187,-2.4648487,01305 768844,,,,,,,,
102014,1801826346,AMMONITE HEALTH PARTNERSHIP,BRIDPORT MEDICAL CENTRE,BRIDPORT,SW,DT6 5BN,,50.734226,-2.767979,01308 412896,,,,,,,,
102015,1801826347,WALFORD MILL MEDICAL CENTRE,WALFORD MILL MEDICAL CTRE,WIMBORNE,SW,BH21 1NL,,50.805288,-1.9892053,01202 886999,,,,,,,,
102016,1801826348,THE GROVE MEDICAL CENTRE,THE GROVE MEDICAL CENTRE,SHERBORNE,SW,DT9 4DL,,50.95327,-2.5137019,01935 810900,,,,,,,,
102017,1801826349,GILLINGHAM MEDICAL PRACTICE,GILLINGHAM MED PRACTICE,GILLINGHAM,SW,SP8 4XS,,51.035998,-2.2702678,01747 824201,,,,,,,,
102018,1801826350,POUNDBURY DOCTORS SURGERY,POUNDBURY DOCTORS SURGERY,DORCHESTER,SW,DT1 2FD,,50.713475,-2.457465,01305 251128,,,,,,,,
102019,1801826351,SIXPENNY HANDLEY SURGERY,"THE SURGERY, DEAN LANE",SALISBURY,SW,SP5 5PA,,50.955687,-1.9998492,01725 552500,,,,,,,,
102020,1801826352,EVERGREEN OAK SURGERY,EVERGREEN OAK SURGERY,"PARKSTONE, POOLE",SW,BH14 0HU,,50.723656,-1.9584675,01202 747496,,,,,,,,
102021,1801826353,THE BIRCHWOOD PRACTICE,THE BIRCHWOOD PRACTICE,POOLE,SW,BH17 7XW,,50.740218,-1.9984599,01202 697639,,,,,,,,
102022,1801826354,THE LANEHOUSE SURGERY,THE LANEHOUSE SURGERY,WEYMOUTH,SW,DT4 0HB,,50.607173,-2.483778,01305 785681,,,,,,,,
102023,1801826355,PRINCE OF WALES SURGERY,2 FREDERICK TREVES HOUSE,DORCHESTER,SW,DT1 2FD,,50.713475,-2.457465,01305 871468,,,,,,,,
102024,1801826356,CORFE CASTLE SURGERY,TOM'S MEAD,CORFE CASTLE,SW,BH20 5HH,,50.635888,-2.0594219,01929 480441,,,,,,,,
102025,1801826357,THE DORCHESTER RD SURGERY,THE DORCHESTER RD SURGERY,WEYMOUTH,SW,DT4 7LE,,50.625193,-2.4575122,01305 766472,,,,,,,,
102026,1801826358,PUDDLETOWN SURGERY,PUDDLETOWN SURGERY,PUDDLETOWN,SW,DT2 8FY,,50.746344,-2.3419438,01305 848333,,,,,,,,
102027,1801826359,BLACKMORE VALE PARTNERSHIP,OLD MARKET HILL,STURMINSTER NEWTON,SW,DT10 1QU,,50.928179,-2.3038481,01258 474500,,,,,,,,
102028,1801826360,THE BARCELLOS FAMILY PRACTICE,TRICKETTS CROSS,FERNDOWN,SW,BH22 8AZ,,50.807989,-1.8722461,01202 897989,,,,,,,,
102029,1801826361,DENMARK ROAD MEDICAL CENTRE,DENMARK ROAD MEDICAL CTR,BOURNEMOUTH,SW,BH9 1PB,,50.746924,-1.8761397,01202 521111,,,,,,,,
102030,1801826362,FORDINGTON SURGERY,"THE SURGERY, 91 HIGH ST",DORCHESTER,SW,DT1 1LD,,50.713023,-2.4274478,01305 250515,,,,,,,,
102031,1801826363,CHARMOUTH MEDICAL PRACTICE,CHARMOUTH MEDICAL PRACT,CHARMOUTH,SW,DT6 6PE,,50.738674,-2.9038584,01297 560872,,,,,,,,
102032,1801826364,SANDFORD SURGERY,SANDFORD SURGERY,WAREHAM,SW,BH20 7BQ,,50.707465,-2.0941952,01929 554493,,,,,,,,
102033,1801826365,HERBERT AVENUE,THE SURGERY,"PARKSTONE, POOLE",SW,BH12 4HY,,50.744709,-1.9408743,01202 743333,,,,,,,,
102034,1801826366,WOODLEA HOUSE SURGERY,2A BRADPOLE ROAD,BOURNEMOUTH,SW,BH8 9NX,,50.750211,-1.842551,01202 300903,,,,,,,,
102035,1801826367,CRESCENT PROVIDENCE SURGERY,CRESCENT PROVIDENCE SURG.,BOURNEMOUTH,SW,BH1 4HA,,50.727068,-1.8451361,01202 395195,,,,,,,,
102036,1801826368,THE PRINCE OF WALES SURGERY,PRINCE OF WALES RD SURG.,"ST JOHN WAY, DORCHESTER",SW,DT1 2FD,,50.713475,-2.457465,01305 250989,,,,,,,,
102037,1801826369,THE OLD DISPENSARY,THE OLD DISPENSARY,WIMBORNE,SW,BH21 1PL,,50.802545,-1.9870631,01202 880786,,,,,,,,
102038,1801826370,BOSCOMBE MANOR MEDICAL CENTRE,BOSCOMBE MANOR MED. CTR.,BOURNEMOUTH,SW,BH5 1HQ,,50.725274,-1.8356783,01202 303013,,,,,,,,
102039,1801826371,GROVE SURGERY,FAIRMILE ROAD,CHRISTCHURCH,SW,BH23 2FQ,,50.74451,-1.7908666,01202 481192,,,,,,,,
102040,1801826372,LYME BAY MEDICAL PRACTICE,LYME REGIS MEDICAL CENTRE,LYME REGIS,SW,DT7 3LS,,50.729862,-2.9467626,01297 443399,,,,,,,,
102041,1801826373,THE NEWMAN PRACTICE (DR NEWMANS SURGERY),THE SURGERY,POOLE,SW,BH15 2PG,,50.719578,-1.976348,01202 338979,,,,,,,,
102042,1801826374,WINTON DERMATOLOGY CLINIC,WINTON HEALTH CENTRE,BOURNEMOUTH,SW,BH9 1BP,,50.739605,-1.8763574,01202 519311,,,,,,,,
102043,1801826375,BROADWATERS,MEDICINES MANAGEMENT TEAM,DORCHESTER,SW,DT1 1TS,,50.714632,-2.4443886,01202 443700,,,,,,,,
102044,1801826376,CART TEAM,POST POINT 21,BOURNEMOUTH,SW,BH7 7DW,,50.747482,-1.8205054,01202 704031,,,,,,,,
102045,1801826377,MERCHISTON SURGERY,MERCHISTON SURGERY,SWINDON,SW,SN3 4BF,,51.587499,-1.748991,01793 823307,,,,,,,,
102046,1801826378,WESTROP MEDICAL PRACTICE,WESTROP SURGERY,SWINDON,SW,SN6 7DN,,51.633293,-1.714207,01793 762218,,,,,,,,
102047,1801826379,HARCOURT MEDICAL CENTRE,THE HARCOURT MEDICAL CTR,SALISBURY,SW,SP2 7TD,,51.067489,-1.8007622,01722 333214,,,,,,,,
102048,1801826380,WHITEPARISH SURGERY,WHITEPARISH SURGERY,SALISBURY,SW,SP5 2SU,,51.009299,-1.6507493,01794 884269,,,,,,,,
102049,1801826381,BARCROFT MEDICAL CENTRE,BARCROFT MEDICAL CENTRE,SALISBURY,SW,SP4 7DL,,51.172939,-1.7805263,01980 623983,,,,,,,,
102050,1801826382,PURTON SURGERY,PURTON SURGERY,SWINDON,SW,SN5 4BD,,51.585501,-1.8780348,01793 770207,,,,,,,,
102051,1801826383,HATHAWAY SURGERY,HATHAWAY SURGERY,CHIPPENHAM,SW,SN14 6GT,,51.467324,-2.1397639,01249 462775,,,,,,,,
102052,1801826384,LOVEMEAD GROUP PRACTICE,ROUNDSTONE SURGERY,TROWBRIDGE,SW,BA14 7EH,,51.318645,-2.202706,01225 759850,,,,,,,,
102053,1801826385,RIDGEWAY VIEW FAMILY PRACTICE,WROUGHTON HEALTH CENTRE,SWINDON,SW,SN4 9LW,,51.524184,-1.7915714,01793 812221,,,,,,,,
102054,1801826386,PORCH SURGERY,THE PORCH SURGERY,CORSHAM,SW,SN13 9DL,,51.432435,-2.1920759,01249 712232,,,,,,,,
102055,1801826387,GIFFORDS PRIMARY CARE CTR,GIFFORDS PRIMARY CARE CTR,MELKSHAM,SW,SN12 7EA,,51.367131,-2.1315433,01225 896630,,,,,,,,
102056,1801826388,BOX SURGERY,LONDON ROAD,CORSHAM,SW,SN13 8NA,,51.417651,-2.2501245,01225 742361,,,,,,,,
102057,1801826389,CASTLE PRACTICE,THE LUDGERSHALL HLTH CTRE,ANDOVER,SW,SP11 9RA,,51.256046,-1.6175308,01264 790356,,,,,,,,
102058,1801826390,TROWBRIDGE HEALTH CENTRE,TROWBRIDGE HEALTH CENTRE,TROWBRIDGE,SW,BA14 8LW,,51.32537,-2.2082179,01225 435757,,,,,,,,
102059,1801826391,PEWSEY SURGERY,THE SURGERY,PEWSEY,SW,SN9 5AQ,,51.34009,-1.7629047,01672 569990,,,,,,,,
102060,1801826392,AVENUE SURGERY,THE AVENUE SURGERY,WARMINSTER,SW,BA12 9AA,,51.206368,-2.1785218,01985 224600,,,,,,,,
102061,1801826393,THE ORCHARD PARTNERSHIP,THE ORCHARD PARTNERSHIP,SALISBURY,SW,SP2 0JU,,51.077878,-1.8658674,01722 744775,,,,,,,,
102062,1801826394,ST ANN STREET SURGERY,82 ST.ANN STREET,SALISBURY,SW,SP1 2PT,,51.066336,-1.7891362,01722 342000,,,,,,,,
102063,1801826395,SALISBURY MEDICAL PRACTICE,FISHERTON HOUSE,SALISBURY,SW,SP2 7FD,,51.072278,-1.8091913,01722 333034,,,,,,,,
102064,1801826396,OLD TOWN SURGERY,OLD TOWN SURGERY,SWINDON,SW,SN1 4GB,,51.55042,-1.7963984,01793 616057,,,,,,,,
102065,1801826397,AVON VALLEY PRACTICE,AVON VALLEY PRACTICE,"UPAVON, PEWSEY",SW,SN9 6DZ,,51.294105,-1.8120751,01980 630221,,,,,,,,
102066,1801826398,PRIORY ROAD MEDICAL CENTRE,PRIORY ROAD MED CENTRE,SWINDON,SW,SN3 2EZ,,51.552763,-1.7477974,01793 688744,,,,,,,,
102067,1801826399,GREAT WESTERN SURGERY,THE GREAT WESTERN SURGERY,SWINDON,SW,SN1 2QU,,51.569609,-1.7679471,01793 421311,,,,,,,,
102068,1801826400,THREE CHEQUERS MEDICAL PRACTICE,72 ENDLESS STREET,SALISBURY,SW,SP1 3UH,,51.071929,-1.7946344,01722 336441,,,,,,,,
102069,1801826401,HAWTHORN MEDICAL CENTRE,HAWTHORN MEDICAL CENTRE,SWINDON,SW,SN2 1UU,,51.576581,-1.7791096,01793 536541,,,,,,,,
102070,1801826402,BRADFORD ROAD MEDICAL CTR,60 BRADFORD ROAD,TROWBRIDGE,SW,BA14 9AR,,51.320218,-2.217895,01225 435711,,,,,,,,
102071,1801826403,TINKERS LANE SURGERY,TINKERS LANE SURGERY,SWINDON,SW,SN4 7AT,,51.543532,-1.900512,01793 852131,,,,,,,,
102072,1801826404,BRADFORD-ON-AVON AND MELKSHAM HEALTH,THE HEALTH CENTRE,BRADFORD-ON-AVON,SW,BA15 1DQ,,51.34519,-2.253003,01225 866611,,,,,,,,
102073,1801826405,MOREDON MEDICAL CENTRE,MOREDON MEDICAL CENTRE,SWINDON,SW,SN2 2JG,,51.582178,-1.8068499,01793 342000,,,,,,,,
102074,1801826406,THREE SWANS SURGERY,THE THREE SWANS SURGERY,SALISBURY,SW,SP1 1DX,,51.070021,-1.7932442,01722 333548,,,,,,,,
102075,1801826407,WHALEBRIDGE PRACTICE,THE WHALEBRIDGE PRACTICE,"1 ISLINGTON ST, SWINDON",SW,SN1 2DQ,,51.562298,-1.7816022,01793 692933,,,,,,,,
102076,1801826408,LANSDOWNE SURGERY,THE LANSDOWNE SURGERY,DEVIZES,SW,SN10 2BU,,51.356209,-2.0017315,01380 722278,,,,,,,,
102077,1801826409,ABBEY MEADS MEDICAL PRACT,ABBEY MEADS VILLAGE CTR,SWINDON,SW,SN25 4YZ,,51.597763,-1.7928233,01793 706030,,,,,,,,
102078,1801826410,ASHINGTON HOUSE SURGERY,ASHINGTON HOUSE SURGERY,"WESTLEA,SWINDON",SW,SN5 7XY,,51.557473,-1.8266148,01793 614840,,,,,,,,
102079,1801826411,KENNET AND AVON MEDICAL PARTNERSHIP,GEORGE LANE,MARLBOROUGH,SW,SN8 4BY,,51.417993,-1.7291686,01672 512187,,,,,,,,
102080,1801826412,KINGSWOOD SURGERY,KINGSWOOD SURGERY,SWINDON,SW,SN3 2RJ,,51.556265,-1.7543266,01793 534699,,,,,,,,
102081,1801826413,NORTHLANDS SURGERY,NORTHLANDS SURGERY,CALNE,SW,SN11 0HH,,51.441656,-2.0058502,01249 812141,,,,,,,,
102082,1801826414,WESTBURY GROUP PRACTICE,WHITE HORSE HEALTH CENTRE,WESTBURY,SW,BA13 3FQ,,51.252707,-2.2034902,01373 828330,,,,,,,,
102083,1801826415,MALMESBURY MEDICAL PARTNERSHIP,MALMESBURY MEDICAL P/SHIP,MALMESBURY,SW,SN16 0FB,,51.577155,-2.0946594,01666 825825,,,,,,,,
102084,1801826416,ROWDEN SURGERY,ROWDEN SURGERY,CHIPPENHAM,SW,SN15 2SB,,51.453889,-2.1250865,01249 444343,,,,,,,,
102085,1801826417,DOWNTON SURGERY,THE SURGERY,SALISBURY,SW,SP5 3JP,,50.991794,-1.741571,01725 510296,,,,,,,,
102086,1801826418,WIDBROOK MEDICAL PRACTICE,WIDBROOK MEDICAL PRACTICE,TROWBRIDGE,SW,BA14 9EN,,51.317245,-2.2212959,01225 757120,,,,,,,,
102087,1801826419,RAMSBURY SURGERY,RAMSBURY SURGERY,MARLBOROUGH,SW,SN8 2QT,,51.446241,-1.5939151,01672 520366,,,,,,,,
102088,1801826420,SPA MEDICAL CENTRE,SPA MEDICAL CENTRE,MELKSHAM,SW,SN12 6UN,,51.366859,-2.1260266,01225 703236,,,,,,,,
102089,1801826421,ELDENE SURGERY,ELDENE SURGERY,SWINDON,SW,SN3 3TQ,,51.556121,-1.7374658,01793 522710,,,,,,,,
102090,1801826422,ST MELOR HOUSE SURGERY,ST MELOR HOUSE SURGERY,AMESBURY,SW,SP4 7LT,,51.171099,-1.7775599,01980 622474,,,,,,,,
102091,1801826423,SOUTHBROOM SURGERY,THE SOUTHBROOM SURGERY,DEVIZES,SW,SN10 1LQ,,51.352324,-1.9890804,01380 719959,,,,,,,,
102092,1801826424,PATFORD HOUSE PARTNERSHIP,PATFORD HOUSE SURGERY,CALNE,SW,SN11 0EF,,51.437547,-2.0054036,01249 815407,,,,,,,,
102093,1801826425,SARUM HEALTH GROUP,MILLSTREAM MEDICAL CENTRE,SALISBURY,SW,SP1 3SL,,51.071755,-1.797504,01722 322726,,,,,,,,
102094,1801826426,ST. JAMES SURGERY,ST.JAMES SURGERY,DEVIZES,SW,SN10 1QU,,51.352333,-1.9909615,01380 711879,,,,,,,,
102095,1801826427,THE HERMITAGE SURGERY,THE HERMITAGE SURGERY,SWINDON,SW,SN1 3EF,,51.552004,-1.772421,01793 522492,,,,,,,,
