provider_num,npi,name,address,city,state,zip,fips_county,lat,lon,phone,provider_type_code,category,emergency,upin,pin,region_code,bed_count,clia_lab_number
"495366","1073500310","LAKE PRINCE CENTER, INC.","100 ANNA GOODE WAY","SUFFOLK",VA,"234349236",,36.787185,-76.619586,"7579235500","00-18",,,,,,,
"185150","1003928482","KNOTT COUNTY HEALTH AND REHABILITATION CENTER","388 PERKINS MADDEN ROAD","HINDMAN",KY,"418229003","119",37.3198864,-82.9724624,"6067855011","00-18","02-03",true,,,"04",92,
"015015","1811986656","C & G HEALTHCARE SERVICES, INC.","6450 OLD TUSCALOOSA HWY","MCCALLA",AL,"351113606",,33.3062319,-87.0241656,"2054776161","00-18",,,,,,,
"185148","1750493151","WILLIAMSBURG HEALTH AND REHABILITATION CENTER","287 N ELEVENTH STREET","WILLIAMSBURG",KY,"407691759","235",36.7434169,-84.1596561,"6065494321","00-18","02-03",true,,,"04",125,
"115357","1659313716","OCONEE HEALTH AND REHABILITATION","107 RIDGEVIEW DR","OCONEE",GA,"310670130","303",32.85613816937284,-82.95211123582312,"4785527381","00-18","02-03",true,,,"04",50,
"185366","1013029420","CORBIN HEALTH AND REHABILITATION CENTER","270 BACON CREEK ROAD","CORBIN",KY,"407018640","235",36.918283,-84.118601,"6065288822","00-18","02-03",true,,,"04",100,
"185166","1730291022","HARLAN HEALTH AND REHABILITATION CENTER","200 MEDICAL CENTER DRIVE","HARLAN",KY,"408310014","095",36.808406,-83.312774,"6065737250","00-18","02-03",true,,,"04",143,
"335232","1922004282","UPPER EAST SIDE REHABILITATION AND NURSING CENTER","211 EAST 79 ST","NEW YORK",NY,"100750819","061",42.32947954741379,-75.96404557543103,"2128791600","00-18","02-03",true,,,"02",499,
"555797","1205932126","GORDON LANE CARE CENTER","1821 E CHAPMAN AVE","FULLERTON",CA,"928314102","059",33.87425215182491,-117.89743176700104,"7148797301","00-18","02-03",true,,,"09",99,
"185213","1922101815","WOLFE COUNTY HEALTH AND REHABILITATION CENTER","850 HWY 191","CAMPTON",KY,"41301","237",37.7342526,-83.547409,"6066683216","00-18","02-03",true,,,"04",100,
"305054","1366445090","COUNTY OF CHESHIRE","201 RIVER RD","WESTMORELAND",NH,"034674410",,42.972603,-72.466288,"6033994219","00-18",,,,,,,
"115382","1043252083","SPARTA HEALTH AND REHABILITATION","11744 HIGHWAY 22 E","SPARTA",GA,"310871475","141",33.2757006,-82.9762589,"7064446057","00-18","02-03",true,,,"04",81,
"115682","1952485989","WESLEY WOODS CENTER OF EMORY UNIVERSITY, INC","1833 CLIFTON RD NE","ATLANTA",GA,"303294021",,33.8028826,-84.3310358,"4047286516","00-18",,,,"115682",,,
"065147","1104870542","CHEYENNE MOUNTAIN CENTER","835 TENDERFOOT HILL RD","COLORADO SPRINGS",CO,"809063903","041",38.79383613524556,-104.81272907201816,"7195768380","00-18","02-03",true,,,"08",159,
"175100","1528061124","VIA CHRISTI VILLAGE MANHATTAN, INC","2800 WILLOW GROVE ROAD","MANHATTAN",KS,"665022096","161",39.213923199999996,-96.60633586135629,"7855397671","00-18","02-03",true,,,"07",129,
"015378","1629065289","PREFERRED HEALTH HOLDINGS LLC","3120 NORTH ST","GUNTERSVILLE",AL,"359762962",,34.31640544613564,-86.31170490630849,"2565826561","00-18",,,,,,,
"790277","1972598498","MAYFLOWER HOMES INC","616 BROAD ST","GRINNELL",IA,"501122298",,41.73919724489796,-92.72400065306122,"6412366151","00-18",,,,,,,
"185164","1578675963","BARBOURVILLE HEALTH AND REHABILITATION CENTER","65 MINTON HICKORY FARM ROAD","BARBOURVILLE",KY,"409068302","121",36.8664765,-83.8888138,"6065465136","00-18","02-03",true,,,"04",135,
"555639","1104826486","ODD FELLOWS HOME OF CALIFORNIA","1800 ATRIUM PKWY","NAPA",CA,"945594837",,38.275957,-122.292812,"7072577885","00-18",,,,,,,
"366255","1760572564","HOLGATE CARE CENTER, LLC","600 JOE E BROWN AVE","HOLGATE",OH,"435279803",,41.253765,-84.125057,"4192640700","00-18",,,,,,,
"305044","1528061710","METRO HEALTH FOUNDATION OF NEW HAMPSHIRE, INC.","19 NH ROUTE 104","MEREDITH",NH,"032535715",,43.657937,-71.500397,"6032798111","00-18",,,,,,,
"555286","1811029069","NEW ORANGE HILLS, INC.","5017 E CHAPMAN AVE","ORANGE",CA,"928694211",,33.78823765,-117.79964797524845,"7149977090","00-18",,,,,,,
"225014","1093714693","SPAULDING NURSING AND THERAPY CENTER BRIGHTON, INC.","100 N BEACON ST","ALLSTON",MA,"021341928",,42.3536388,-71.1375978,"6177269700","00-18",,,,,,,
"335486","1306827456","PELHAM PARKWAY NURSING CARE & REHABILITATION FACILITY, LLC","2401 LACONIA AVE","BRONX",NY,"104691406",,40.861411,-73.856172,"7187988600","00-18",,,,"335486",,,
"245402","1063409647","GLENWOOD VILLAGE CARE CENTER INC","719 2ND ST SE","GLENWOOD",MN,"563341810",,45.64369965561689,-95.38673280863495,"3206345131","00-18",,,,,,,
"366153","1215911995","TERRACE VIEW GARDENS","3904 NORTH BEND ROAD","CINCINNATI",OH,"452114855","061",39.203649,-84.56188,"5134812201","00-18","02-03",true,,,"05",82,
"165309","1992793475","SHELL ROCK SENIOR LIVING","920 NORTH CHERRY STREET","SHELL ROCK",IA,"506709760","023",42.7142656,-92.5707529,"3198854341","00-18","02-03",true,,"165309","07",44,
"245468","1477541951","KARLSTAD HEALTHCARE CENTER, INC","304 WASHINGTON AVE W","KARLSTAD",MN,"567324018",,48.57309,-96.52208,"2184362161","00-18",,,,,,,
"245266","1669478129","CITY OF LAKES CARE CENTER","618 E 17TH ST","MINNEAPOLIS",MN,"554041506",,44.966351836734695,-93.2670783877551,"6128792811","00-18",,,,,,,
"245536","1760440622","MABEL HEALTHCARE CENTER, INC","115 NORTH LYNDALE","MABEL",MN,"559543017",,43.52079095067917,-91.76110542152558,"5074935436","00-18",,,,,,,
"245320","1558359042","INVER WOOD HEALTHCARE CENTER INC","2060 UPPER 55TH ST E","INVER GROVE HEIGHTS",MN,"550771725",,44.86639001671748,-93.06490484593091,"6514511881","00-18",,,,,,,
"435097","1356342851","LAKE ANDES HEALTH CARE CENTER, INC.","740 E LAKE ST","LAKE ANDES",SD,"573562001",,43.15500634006067,-98.53522196167913,"6054877674","00-18",,,,,,,
"435084","1194796631","FAULKTON HEALTHCARE CENTER, INC","1401 PEARL ST","FAULKTON",SD,"574382219",,45.031655,-99.131761,"6055986214","00-18",,,,,,,
"245371","1245228725","TRACY HEALTHCARE CENTER, INC","250 5TH ST E","TRACY",MN,"561751537",,44.2332911,-95.6191766,"5076293331","00-18",,,,,,,
"245375","1861480345","STERLING PARK HEALTHCARE CENTER INC","142 1ST ST N","WAITE PARK",MN,"563871273",,45.55515513600959,-94.2175104263945,"3202529595","00-18",,,,,,,
"435119","1770586604","WILMOT CARE CENTER, INC.","501 4TH ST","WILMOT",SD,"572792232",,45.411824,-96.86055,"6059384418","00-18",,,,,,,
"265742","1659363224","OAKRIDGE OF PLATTSBURG","205 E CLAY AVE, PO BOX 247","PLATTSBURG",MO,"644778100","049",39.5665926,-94.447923,"8165392128","00-18","02-03",true,,,"07",60,
"165472","1366437188","SCENIC MANOR","1409 FREMONT STREET","IOWA FALLS",IA,"501261319","083",42.52908215969278,-93.26116883999752,"6416484671","00-18","02-03",true,,,"07",82,
"165261","1619080462","MILL-POND","1201 SE MILL POND COURT","ANKENY",IA,"500216534","153",41.724131,-93.580962,"5159642273","00-18","02-03",true,,,"07",60,
"205020","1366431694","BANGOR NURSING & REHABILITATION CENTER","103 TEXAS AVE","BANGOR",ME,"044014324",,44.8072219,-68.80031203201223,"2079474557","00-18",,,,,,,
"165176","1598706509","MERCYONE OELWEIN SENIOR CARE","201 EIGHTH AVENUE SE","OELWEIN",IA,"506622447","065",42.6778743,-91.9145143,"3192836000","00-18","02-03",true,,,"07",39,
"165483","1609863539","HALCYON HOUSE","1015 SOUTH IOWA AVENUE","WASHINGTON",IA,"523531126","183",41.2888393,-91.6936241,"3196537264","00-18","02-03",true,,,"07",54,
"475057","1366522005","THE MANOR INC","577 WASHINGTON HIGHWAY","MORRISVILLE",VT,"056618972",,44.55414119867246,-72.58951737964442,"8028888700","00-18",,,,,,,
"015431","1851347033","VALLEY VIEW HEALTH AND REHABILITATION, LLC","5968 WALL TRIANA HIGHWAY","MADISON",AL,"357577200","089",34.75563114900041,-86.74981081968089,"2568302316","00-18","02-03",true,,,"04",155,
"015109","1255387379","CIVIC CENTER HEALTH AND REHABILITATION, LLC","1201 22ND STREET NORTH","BIRMINGHAM",AL,"352342726","073",33.528525,-86.811439,"2052515271","00-18","02-03",true,,,"04",95,
"015097","1427005552","SOUTH HEALTH AND REHABILITATION, LLC","1220 SOUTH 17TH STREET","BIRMINGHAM",AL,"352054747","073",33.5206824,-86.8024326,"2059332180","00-18","02-03",true,,,"04",83,
"366198","1811971088","CHS - MIAMI VALLEY, INC","2436 OLD OXFORD RD","HAMILTON",OH,"450139332",,39.2085354,-84.5501874,"5138930471","00-18",,,,,,,
"015117","1700832870","OAK KNOLL HEALTH AND REHABILITATION, LLC","824 SIXTH AVENUE WEST","BIRMINGHAM",AL,"352043402","073",33.5206824,-86.8024326,"2057872619","00-18","02-03",true,,,"04",100,
"015027","1588611271","WETUMPKA HEALTH AND REHABILITATION, LLC","1825 HOLTVILLE ROAD","WETUMPKA",AL,"360928211","051",32.550626,-86.211502,"3345675131","00-18","02-03",true,,,"04",121,
"305046","1972629582","ROCKINGHAM COUNTY NURSING HOME","117 NORTH ROAD","BRENTWOOD",NH,"038336624","015",43.0123746,-71.0522571773178,"6036795335","00-18","02-03",true,,"RE5772","01",226,
"315177","1699769323","GATEWAY CARE CENTER, LLC","139 GRANT AVE","EATONTOWN",NJ,"077241306",,40.292164,-74.064214,"7325424700","00-18",,,,,,,
"295079","1144279472","MOUNTAIN VIEW HEALTH & REHAB","201 KOONTZ LANE","CARSON CITY",NV,"897015513","510",39.1333935,-119.7664052,"7758833622","00-18","02-03",true,,,"09",146,
"375427","1568469740","FAIRVIEW FELLOWSHIP HOME FOR SENIOR CITIZENS INC","605 E STATE RD","FAIRVIEW",OK,"737371455",,36.275268,-98.47351866666666,"5802273783","00-18",,,,,,,
"366251","1598749764","CHS - MT. HEALTHY, INC","8028 HAMILTON AVE","CINCINNATI",OH,"452312322",,39.1791609,-84.5449058,"5135212700","00-18",,,,,,,
"45S358","1548387418","THE METHODIST HOSPITAL","6565 FANNIN ST","HOUSTON",TX,"770302703",,29.7108167,-95.39926397738664,"7137903311","00-18",,,,,,,
"335726","1154314573","OPOP, LLC","140 BEACH 113TH ST","ROCKAWAY PARK",NY,"116942496",,40.579121434343435,-73.83363277777777,"7189456350","00-18",,,,,,,
"675874","1447250725","STATE OF TEXAS VETERANS LAND BOARD","1809 N HIGHWAY 87","BIG SPRING",TX,"797200793",,32.250398,-101.4787356,"5122688387","00-18",,,,,,,
"675857","1588664866","STATE OF TEXAS VETERANS LAND BOARD","1424 MARTIN LUTHER KING JR LN","TEMPLE",TX,"765045941",,31.0798097,-97.3431881,"2547918280","00-18",,,,,,,
"366050","1710979141","OTTERBEIN CRIDERSVILLE","100 RED OAK DR","CRIDERSVILLE",OH,"458069618",,40.647868,-84.152035,"4196455114","00-18",,,,,,,
"365953","1801888235","OTTERBEIN ST MARYS","11230 STATE ROUTE 364","SAINT MARYS",OH,"458859534",,40.5422697,-84.3893962,"4193942366","00-18",,,,,,,
"365346","1992797328","OTTERBEIN LEBANON","585 N STATE ROUTE 741","LEBANON",OH,"450368840",,39.4353373,-84.2029922,"5139322020","00-18",,,,,,,
"395845","1982708459","CRANBERRY PLACE","5 SAINT FRANCIS WAY","CRANBERRY TWP",PA,"160665119",,40.6843833,-80.09898014205179,"7247725350","00-18",,,,,,,
"106049","1871519736","LIFE CARE CENTER OF NEW PORT RICHEY","7400 TROUBLE CREEK ROAD","NEW PORT RICHEY",FL,"346535642","101",28.2243927,-82.7064523,"7273752999","00-18","02-03",true,,,"04",113,
"105770","1235249368","HEALTH FACILITIES INC","7280 SW STATE ROAD 26","TRENTON",FL,"326935881",,29.6132942,-82.8176203,"3524631222","00-18",,,,,,,
"205166","1184615320","GORHAM HEALTH CARE, INC","50 NEW PORTLAND RD","GORHAM",ME,"040381542",,43.6814721,-70.4340618406087,"2078395757","00-18",,,,,,,
"315340","1528052412","SEASHORE GARDENS LIVING CENTER","22 WEST JIMMIE LEEDS ROAD","GALLOWAY",NJ,"082059422","001",39.475202,-74.533212,"6094044848","00-18","02-03",true,,,"02",151,
"205063","1942291281","CLOVER MANOR INC","440 MINOT AVE","AUBURN",ME,"042104332",,44.082839899999996,-70.24504904881523,"2077843573","00-18",,,,,,,
"435073","1487641395","BETHESDA HOME OF ABERDEEN, INC.","1224 S HIGH ST","ABERDEEN",SD,"574017724",,45.451695056915106,-98.46624641336659,"6052257580","00-18",,,,,,,
"195570","1588647564","ST ANTHONY'S NURSING HOME","6001 AIRLINE DR","METAIRIE",LA,"700034330","051",29.9778778,-90.19789738969126,"5047338448","00-18","03-03",true,,,"06",124,
"265185","1427005032","LIFE CARE CENTER OF CAPE GIRARDEAU","365 SOUTH BROADVIEW STREET","CAPE GIRARDEAU",MO,"637035725","031",37.298863,-89.55657,"5733352086","00-18","02-03",true,,,"07",120,
"265340","1568419232","LIFE CARE CENTER OF SULLIVAN","875 DUNSFORD DRIVE","SULLIVAN",MO,"630801238","071",38.20580351235573,-91.18004036505792,"5734683128","00-18","02-03",true,,,"07",120,
"106047","1881628105","LIFE CARE CENTER OF INVERRARY","4300 ROCK ISLAND ROAD","LAUDERHILL",FL,"333194528","011",26.172059,-80.220679,"9544856144","00-18","02-03",true,,,"04",120,
"165480","1457343261","ST FRANCIS MANOR","2021 FOURTH AVENUE","GRINNELL",IA,"501122064","157",41.7430237,-92.7239637,"6412367592","00-18","02-03",true,,,"07",78,
"015186","1740237411","GLEN HAVEN HEALTH AND REHABILITATION, LLC","2201 32ND STREET","NORTHPORT",AL,"354765230","125",33.23870798601894,-87.57910034403157,"2053395700","00-18","02-03",true,,,"04",200,
"015034","1750338547","HUNTER CREEK HEALTH AND REHABILITATION, LLC","600 34TH ST","NORTHPORT",AL,"354733393","125",33.240705,-87.626136,"2053395900","00-18","02-03",true,,,"04",78,
"015210","1649210600","OPP HEALTH AND REHABILITATION, LLC","115 PAULK AVENUE","OPP",AL,"364671630","039",31.293447544092754,-86.25508399335045,"3344934558","00-18","02-03",true,,,"04",197,
"015208","1750337093","OZARK HEALTH AND REHABILITATION, LLC","312 BRYAN DRIVE","OZARK",AL,"363601120","045",31.473135901938587,-85.63619498475018,"3347742561","00-18","02-03",true,,,"04",149,
"165479","1447248372","CALVIN COMMUNITY","4210 HICKMAN ROAD","DES MOINES",IA,"503103333","153",41.6143464,-93.67539616620675,"5152776141","00-18","02-03",true,,,"07",59,
"135055","1497761050","VALLEY VISTA CARE CORPORATION","220 S DIVISION AVE","SANDPOINT",ID,"838641759",,48.271355841307496,-116.56805449749818,"2082654514","00-18",,,,,,,
"365482","1942272570","ALTERCARE OF NAVARRE CENTER FOR REHABILITATION AND NURSING CARE, INC.","517 PARK ST NW","NAVARRE",OH,"446629267",,40.7215702,-81.5261641,"3308792765","00-18",,,,,,,
"025010","1851336176","KETCHIKAN MED CTR NEW HORIZONS TRANSITIONAL CARE","3100 TONGASS AVENUE","KETCHIKAN",AK,"999015746","130",55.3535231,-131.68702157090547,"9072255171","00-18","02-03",true,,,"10",29,
"365268","1386616829","ALTERCARE OF WADSWORTH CENTER FOR REHABILITATION & NURSING CARE, INC","147 GARFIELD ST","WADSWORTH",OH,"442811431",,41.022248,-81.73248972488793,"3303352555","00-18",,,,,,,
"365300","1568434108","ALTERCARE POST-ACUTE REHABILITATION CENTER, INC.","1463 TALLMADGE RD","KENT",OH,"442406664",,41.1536674,-81.357886,"3306774550","00-18",,,,,,,
"365402","1295707883","ALTERCARE OF ALLIANCE CENTER FOR REHABILITATION AND NURSING CARE, INC.","11750 KLINGER AVE NE","ALLIANCE",OH,"446011113",,40.9153362,-81.1059309,"3308238263","00-18",,,,,,,
"366027","1750353363","ALTERCARE OF HARTVILLE CENTER FOR REHABILITATION & NURSING CARE, INC.","1420 SMITH KRAMER ST NE","HARTVILLE",OH,"446328730",,40.9636685,-81.3312195,"3308772666","00-18",,,,,,,
"366011","1326010943","ALTERCARE OF MENTOR CENTER FOR REHABILITATION & NURSING CARE, INC.","9901 JOHNNYCAKE RIDGE RD","MENTOR",OH,"440606739",,41.6633439,-81.3002209,"4403577900","00-18",,,,,,,
"365625","1609848217","ALTERCARE OF BUCYRUS CENTER FOR REHABILITATION & NURSING CARE INC","1929 WHETSTONE ST","BUCYRUS",OH,"448203564",,40.78607371428571,-82.95887728571428,"4195627644","00-18",,,,,,,
"366258","1689769846","SHEPHERD OF THE VALLEY HOWLAND","4100 NORTH RIVER ROAD","WARREN",OH,"444841041","155",39.4203978,-84.180897,"3308569232","00-18","02-03",true,,,"05",80,
"675648","1548362387","CONROE HEALTH CARE CENTER","2019 N FRAZIER","CONROE",TX,"773011233","339",30.3118769,-95.4560512,"9364412120","00-18","03-03",true,,,"06",108,
"675701","1669574414","LAWRENCE STREET HEALTH CARE CENTER","615 LAWRENCE ST","TOMBALL",TX,"773756443","201",30.08771642857143,-95.62594542857143,"2813574516","00-18","03-03",true,,,"06",150,
"675691","1992807747","HUNTSVILLE HEALTH CARE CENTER","2628 MILAM","HUNTSVILLE",TX,"773406615","471",30.702646285714287,-95.54111857142857,"9362938062","00-18","02-03",true,,,"06",84,
"445388","1962500231","GENERATIONS CENTER OF SPENCER","87 GENERATIONS DRIVE","SPENCER",TN,"385853027","175",35.7472893,-85.4666413,"9319467768","00-18","03-03",true,,,"04",70,
"675540","1548362395","LIBERTY HEALTH CARE CENTER","1206 N TRAVIS ST","LIBERTY",TX,"775753540","291",30.067289,-94.797773,"9363367247","00-18","03-03",true,,,"06",118,
"265747","1669528105","RATLIFF ENTERPRISES LLC","717 N SPRIGG","CAPE GIRARDEAU",MO,"637014815",,37.3034933,-89.5230357,"5733355810","00-18",,,,,,,
"075432","1609863737","MATTATUCK HEALTH CARE FACILITY INC","9 CLIFF ST","WATERBURY",CT,"067102125",,41.5607044,-73.0462386,"2035739924","00-18",,,,,,,
"165484","1194712760","ST LUKE LUTHERAN NURSING HOME","1301 SAINT LUKE DRIVE","SPENCER",IA,"513016073","041",43.1253098,-95.1268503,"7122625931","00-18","02-03",true,,,"07",99,
"015142","1518914225","LINEVILLE HEALTH AND REHABILITATION, LLC","88073 HIGHWAY 9","LINEVILLE",AL,"362666943","027",33.3106696,-85.7544051,"2563962104","00-18","02-03",true,,,"04",101,
"375425","1366478786","GREGSTON NURSING HOME, INC.","711 SOUTH BROADWAY","MARLOW",OK,"730553313","137",34.639770666666664,-97.95793091666667,"5806582319","00-18","02-03",true,,,"06",96,
"175456","1366438657","VILLA MARIA","116 S CENTRAL AVE","MULVANE",KS,"671101718","191",37.47406130769231,-97.24069923076924,"3167771129","00-18","02-03",true,,,"07",64,
"165486","1497831754","RUTHVEN COMMUNITY CARE CENTER INC","2701 EAST MITCHELL","RUTHVEN",IA,"513587794",,43.1291322,-94.8991531,"7128375411","00-18",,,,,,,
"165473","1194780189","SUNRISE RETIREMENT COMMUNITY","5501 GORDON DRIVE EAST","SIOUX CITY",IA,"511062008","193",42.4773132,-96.33777087748621,"7122763821","00-18","02-03",true,,,"07",74,
"185449","1770681496","KINGSBROOK LIFECARE CENTER","2500 STATE ROUTE 5","ASHLAND",KY,"411029102","019",38.4784144,-82.6379387,"6063241414","00-18","03-03",true,,,"04",137,
"055344","1982698882","COUNTRY VILLA CLAREMONT HEALTHCARE CENTER, INC.","590 S INDIAN HILL BLVD","CLAREMONT",CA,"917115212",,34.08543,-117.71909633333334,"9096244511","00-18",,,,,,,
"175173","1659342301","HOLIDAY HEALTHCARE, LLC","2700 W 30TH AVE","EMPORIA",KS,"668019100",,38.433964,-96.216273,"6203439285","00-18",,,,,,,
"015336","1457308066","LUVERNE HEALTH AND REHABILITATION, LLC","142 WEST THIRD STREET","LUVERNE",AL,"360491348","041",31.7165455,-86.2638492,"3343356528","00-18","02-03",true,,,"04",151,
"015326","1407803109","PARK MANOR HEALTH AND REHABILITATION, LLC","2201 MCFARLAND BOULEVARD","NORTHPORT",AL,"354762943","125",33.24008268412675,-87.5793016704375,"2053395300","00-18","02-03",true,,,"04",152,
"305063","1285798090","NEW HAMPSHIRE ODDFELLOWS HOME","200 PLEASANT ST","CONCORD",NH,"033012505",,43.198657,-71.552639,"6032256644","00-18",,,,,,,
"165476","1982779724","COLONIAL MANORS OF COLUMBUS COMMUNITY","814 SPRINGER AVENUE","COLUMBUS JUNCTION",IA,"527381305","115",41.27188835,-91.37118733700628,"3197282276","00-18","02-03",true,,,"07",42,
"425127","1992752414","PRUITTHEALTH- ROCK HILL","261 S HERLONG AVE","ROCK HILL",SC,"297321159","091",34.95522935758335,-81.05253364938493,"8033667133","00-18","02-03",true,,,"04",132,
"425113","1639125198","PRUITTHEALTH- DILLON","413 LAKESIDE COURT","DILLON",SC,"295361926","033",34.43118789719224,-79.35340114213291,"8437742741","00-18","02-03",true,,,"04",84,
"495365","1134107212","AFS OF LEBANON, INC","318 E MAIN ST","LEBANON",VA,"242664614",,36.90039845,-82.07456484189288,"2768890733","00-18",,,,,,,
"275073","1912189572","FAITH LUTHERAN HOME","1000 6TH AVE N","WOLF POINT",MT,"592011828","085",48.1001843,-105.647836,"4066531400","00-18","02-03",true,,,"08",60,
"015187","1831139898","MOUNDVILLE HEALTH AND REHABILITATION, LLC","THIRD AVENUE","MOUNDVILLE",AL,"354744069","065",32.9976242,-87.6300075,"2053712252","00-18","02-03",true,,,"04",68,
"065380","1508931536","VETERANS COMMUNITY LIVING CENTER AT FITZSIMONS","1919 QUENTIN ST","AURORA",CO,"800457125","001",39.745683850000006,-104.84562974817419,"7208576400","00-18","02-03",true,"065380",,"08",180,
"165482","1528051109","UNITED PRESBYTERIAN HOME","1203 E WASHINGTON ST","WASHINGTON",IA,"523532168",,41.297917,-91.6781017,"3196535473","00-18",,,,,,,
"675952","1164646287","PEARL NORDAN CARE CENTER - NURSING","1260 ABRAMS RD","DALLAS",TX,"752144850","113",32.925414939393946,-96.73634384848485,"2148270813","00-18","03-03",true,,,"06",30,
