F,36,59042,160265,0,2,1,1,0,2,1,1,6,13,20,30,53,85,168,243,444,712,927,1565,1976,2876,3351,4324,4398,5220,4724,5023,3995,3914,2896,2861,2108,1843,1272,1120,851,555,428,275,232,137,105,74,36,36,27,16,16,9,5,4,4,2,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
F,37,126191,286456,0,1,1,1,0,1,3,2,4,18,21,22,51,70,118,165,275,518,757,1486,2105,3486,4315,6297,7001,9242,9600,11419,10554,11432,9011,9146,6793,5998,4162,3556,2668,1608,1306,838,624,399,314,177,174,105,83,44,47,22,22,21,12,2,3,2,1,1,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,82
F,38,221575,508031,0,4,1,1,2,2,2,1,2,17,16,17,31,32,71,85,170,275,389,814,1127,2244,3162,5437,6882,10670,12391,17192,17858,21140,19272,20808,16873,16518,11906,10462,7996,5187,4190,2512,1924,1135,914,549,386,225,162,117,83,45,32,23,26,15,6,5,2,3,7,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,150
F,39,444184,952215,0,0,0,0,2,4,0,3,4,19,28,27,37,34,69,65,123,184,225,482,675,1309,2137,4126,6064,10902,15132,23589,27842,37596,38007,45839,40348,42110,32978,31150,24729,16769,13903,8584,6716,4138,3007,1727,1290,667,485,265,190,97,61,46,37,14,10,8,4,4,2,6,1,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,307
F,40,296116,1248331,0,0,0,2,2,0,1,2,1,20,12,8,36,39,39,44,82,129,166,269,343,603,992,1770,2599,4745,6938,11500,14721,21171,22582,28974,27129,29948,24842,24650,20130,14376,12165,7900,6091,3816,2742,1637,1141,584,422,219,152,69,47,29,22,9,6,2,2,3,3,0,2,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,183
F,41,131589,1379920,0,0,1,1,0,0,1,2,2,10,15,9,24,20,27,26,36,58,72,130,177,281,425,723,1052,1796,2722,4378,5482,7922,8922,11796,11349,13084,11094,11477,10097,7187,6310,4518,3550,2226,1764,974,703,382,285,140,100,59,40,12,10,11,4,6,3,1,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,88
F,42,38826,1418746,0,0,0,0,0,0,0,1,0,1,8,3,11,12,11,16,20,28,30,79,89,151,200,380,515,782,1031,1571,1927,2566,2834,3501,3354,3666,2982,3149,2556,1890,1689,1127,901,567,421,249,192,107,80,47,27,18,6,4,9,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
F,43,19331,1438077,0,0,0,1,0,1,0,0,0,3,5,7,6,6,10,7,12,13,25,34,58,83,134,214,243,444,587,918,1038,1402,1510,1775,1678,1795,1424,1486,1232,817,740,483,391,253,205,102,61,38,33,20,14,3,3,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
F,44,10151,1448228,0,0,0,0,2,2,0,0,0,5,3,2,4,2,12,10,15,11,15,25,46,52,62,117,172,257,325,450,554,763,784,937,869,917,765,724,615,467,359,238,185,115,98,57,39,23,17,8,9,6,4,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
F,45,5455,1453683,0,0,0,0,2,0,0,0,0,0,2,2,3,5,6,7,13,14,12,23,13,44,59,70,81,165,184,257,287,400,389,497,431,521,379,411,301,227,205,140,100,68,60,19,26,9,7,7,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
F,46,3101,1456784,0,0,0,0,0,0,0,0,0,1,4,1,2,1,5,6,2,13,8,18,19,28,34,46,59,97,106,155,185,214,233,283,224,286,238,209,184,130,88,62,47,39,33,12,15,5,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,47,2147,1458931,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,7,0,3,4,12,13,17,25,33,39,58,84,107,103,175,161,192,182,162,151,161,113,86,86,49,39,27,18,14,14,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
M,17,162,162,0,24,10,8,6,2,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
M,18,208,370,0,63,13,2,4,4,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110
M,19,285,655,0,142,45,13,6,7,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
M,20,500,1155,0,114,244,50,15,9,7,5,6,4,3,3,1,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
M,21,619,1774,0,37,211,197,65,20,11,8,3,5,1,2,3,6,5,2,5,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
M,22,872,2646,0,20,93,278,267,74,37,12,14,4,10,4,2,5,5,6,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
M,23,1188,3834,0,16,49,147,390,294,124,51,34,12,9,7,6,5,4,2,6,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
M,24,1479,5313,0,8,48,94,206,384,325,129,55,24,21,14,8,6,7,4,6,7,3,4,7,11,8,11,11,14,19,20,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
M,25,1748,7061,0,3,30,72,131,246,397,333,182,71,35,20,15,6,13,5,15,8,9,8,6,11,10,12,11,24,16,24,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
M,26,2074,9135,0,2,14,39,111,147,250,375,409,241,118,35,28,25,19,17,11,9,9,13,5,20,14,21,18,30,20,38,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
M,27,2357,11492,0,2,15,19,72,117,161,216,363,359,331,188,96,56,28,30,20,19,11,16,25,15,18,19,24,19,33,27,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
M,28,3206,14698,0,2,5,12,51,80,122,155,274,298,432,355,263,149,95,52,35,31,37,25,27,34,26,34,21,33,35,60,51,50,58,43,39,44,45,29,39,25,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
M,29,3859,18557,0,4,4,12,43,40,88,110,204,236,324,370,425,351,288,157,107,59,45,45,37,39,40,23,36,41,40,54,78,86,65,70,63,54,58,53,41,32,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
M,30,5142,23699,0,2,7,14,19,32,63,68,140,171,266,319,480,485,444,356,331,185,132,105,60,74,62,56,50,77,63,92,100,109,103,117,98,127,76,77,70,54,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
M,31,6679,30378,0,1,2,3,13,21,28,49,92,127,204,239,357,424,576,582,640,502,356,279,188,142,112,105,96,120,88,104,98,124,133,150,132,133,110,108,99,72,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
M,32,9439,39817,0,0,0,0,3,6,10,18,41,91,140,197,276,356,530,590,770,865,790,713,511,426,303,256,215,210,175,190,202,189,186,178,199,148,131,128,95,73,71,43,27,20,12,8,7,4,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24
M,33,13882,53699,0,0,1,0,0,1,1,8,25,41,72,125,224,260,383,465,728,926,999,1229,1068,1077,806,714,535,489,360,426,345,367,323,326,302,284,207,192,160,104,84,68,49,21,21,9,11,6,4,2,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
M,34,24426,78125,0,0,0,2,0,2,1,4,4,31,54,81,165,196,332,421,698,930,1149,1596,1744,2094,1870,1958,1556,1470,1156,1086,800,791,678,670,495,541,415,363,296,218,168,105,84,40,36,30,23,12,9,3,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
M,35,36711,114836,0,0,1,1,1,0,0,5,4,19,36,32,74,107,193,262,465,699,855,1363,1544,2226,2365,2946,2689,2928,2560,2475,2085,1972,1528,1437,1108,1121,731,735,547,431,329,206,197,113,90,61,38,33,22,8,14,2,4,5,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
M,36,65921,180757,0,1,0,1,1,0,1,2,2,9,18,31,45,56,135,161,348,543,684,1227,1505,2397,2658,3953,4162,5293,5061,5520,4942,5092,4142,3913,2939,2723,1930,1657,1321,902,703,490,434,232,218,122,88,72,42,29,20,19,13,4,7,6,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
M,37,139590,320347,0,1,1,0,1,0,2,0,1,14,22,25,39,45,73,125,209,393,484,948,1408,2371,3008,4802,5616,8067,8566,11231,11194,12533,11175,11958,9194,8781,6459,5742,4361,2945,2378,1483,1217,776,589,411,262,176,132,80,63,45,28,14,18,13,5,4,0,5,0,1,4,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,86
M,38,244531,564878,0,1,0,1,0,2,1,0,1,15,18,15,28,31,53,75,94,210,293,509,759,1455,2069,3425,4737,7530,9697,13839,15695,20090,20001,23506,20653,21301,16583,15911,12990,8991,7329,5024,3786,2334,1754,1155,890,507,355,202,149,94,82,46,24,17,17,7,10,6,7,2,0,0,2,2,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,146
M,39,461395,1026273,0,1,2,0,2,2,3,3,11,23,31,24,24,49,45,50,95,130,168,324,428,892,1302,2479,3672,6572,9578,15511,20077,28971,31639,41571,39777,45630,38318,39732,34406,25077,22463,15039,12111,7977,5944,3748,2677,1564,1081,649,462,223,187,90,97,44,34,19,4,13,7,4,0,3,3,3,3,2,0,3,1,1,0,1,0,0,0,0,0,0,1,0,1,317
M,40,296035,1322308,0,1,1,1,0,1,3,2,5,20,26,16,33,22,52,40,74,83,118,182,250,438,682,1060,1599,2865,4174,7156,9294,14498,17256,23415,23893,28580,25832,27807,25083,19273,17527,12407,10522,6811,5328,3254,2377,1408,977,512,368,182,113,68,40,25,12,12,1,3,2,1,0,1,6,2,0,0,2,0,1,0,0,1,0,0,0,1,1,0,0,0,0,235
M,41,129598,1451906,0,0,0,1,0,0,0,3,1,6,10,14,12,19,20,24,33,30,56,86,127,223,316,476,672,1137,1596,2801,3462,5271,6427,9042,9285,11629,10703,12036,11546,9120,8760,6485,5423,3748,3124,1886,1458,888,628,339,253,122,82,54,40,18,14,4,4,3,3,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72
M,42,38160,1490066,0,0,0,0,2,0,0,0,0,6,9,7,9,10,16,18,13,26,41,74,70,109,148,221,293,536,692,1117,1378,1975,2211,2802,2873,3406,2958,3381,2952,2307,2200,1627,1414,916,787,503,388,217,154,102,68,38,24,15,5,5,5,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
M,43,18799,1508865,0,0,0,0,0,0,0,0,0,2,1,5,8,3,11,13,16,16,26,36,33,58,78,134,174,325,377,633,677,1115,1098,1456,1495,1680,1469,1561,1492,1114,1003,740,627,387,332,176,164,86,63,42,21,14,14,5,6,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
M,44,10160,1519025,0,0,0,1,0,0,1,0,0,1,2,1,3,5,6,9,8,13,14,29,23,43,55,81,111,177,215,292,384,605,614,875,786,926,777,849,756,583,547,348,312,219,175,95,81,39,39,21,13,9,8,1,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
M,45,5535,1524560,0,1,0,1,0,0,1,0,0,0,1,3,2,2,1,3,11,7,9,9,23,25,38,46,67,107,109,191,224,303,334,451,447,506,442,441,404,298,295,224,173,106,69,42,35,19,22,20,9,4,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
M,46,3239,1527799,0,0,0,1,1,0,0,0,0,0,1,3,5,2,5,4,3,6,9,10,20,20,21,40,34,67,95,118,164,174,186,254,230,273,239,239,241,187,166,122,97,62,49,30,22,15,6,3,5,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
M,47,2224,1530023,0,0,0,0,0,0,0,0,0,0,1,2,1,2,3,1,6,6,3,5,5,20,14,27,46,49,60,80,102,131,141,194,157,196,175,160,132,124,93,91,75,29,22,25,21,8,9,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
