BB2,CCW
CLM_TOT_PPS_CPTL_AMT,CLM_TOT_PPS_CPTL_AMT
CLM_UNCOMPD_CARE_PMT_AMT,CLM_UNCOMPD_CARE_PMT_AMT
CLM_UTLZTN_DAY_CNT,CLM_UTLZTN_DAY_CNT
DML_IND,
DSH_OP_CLM_VAL_AMT,DSH_OP_CLM_VAL_AMT
FINAL_ACTION,
FI_CLM_ACTN_CD,FI_CLM_ACTN_CD
FI_CLM_PROC_DT,FI_CLM_PROC_DT
FI_DOC_CLM_CNTL_NUM,
FI_NUM,FI_NUM
FI_ORIG_CLM_CNTL_NUM,
FST_DGNS_E_CD,FST_DGNS_E_CD
FST_DGNS_E_VRSN_CD,
HCPCS_CD,HCPCS_CD
ICD_DGNS_CD1,ICD_DGNS_CD1
ICD_DGNS_CD10,ICD_DGNS_CD10
ICD_DGNS_CD11,ICD_DGNS_CD11
ICD_DGNS_CD12,ICD_DGNS_CD12
ICD_DGNS_CD13,ICD_DGNS_CD13
ICD_DGNS_CD14,ICD_DGNS_CD14
ICD_DGNS_CD15,ICD_DGNS_CD15
ICD_DGNS_CD16,ICD_DGNS_CD16
ICD_DGNS_CD17,ICD_DGNS_CD17
ICD_DGNS_CD18,ICD_DGNS_CD18
ICD_DGNS_CD19,ICD_DGNS_CD19
ICD_DGNS_CD2,ICD_DGNS_CD2
ICD_DGNS_CD20,ICD_DGNS_CD20
ICD_DGNS_CD21,ICD_DGNS_CD21
ICD_DGNS_CD22,ICD_DGNS_CD22
ICD_DGNS_CD23,ICD_DGNS_CD23
ICD_DGNS_CD24,ICD_DGNS_CD24
ICD_DGNS_CD25,ICD_DGNS_CD25
ICD_DGNS_CD3,ICD_DGNS_CD3
ICD_DGNS_CD4,ICD_DGNS_CD4
ICD_DGNS_CD5,ICD_DGNS_CD5
ICD_DGNS_CD6,ICD_DGNS_CD6
ICD_DGNS_CD7,ICD_DGNS_CD7
ICD_DGNS_CD8,ICD_DGNS_CD8
ICD_DGNS_CD9,ICD_DGNS_CD9
ICD_DGNS_E_CD1,ICD_DGNS_E_CD1
ICD_DGNS_E_CD10,ICD_DGNS_E_CD10
ICD_DGNS_E_CD11,ICD_DGNS_E_CD11
ICD_DGNS_E_CD12,ICD_DGNS_E_CD12
ICD_DGNS_E_CD2,ICD_DGNS_E_CD2
ICD_DGNS_E_CD3,ICD_DGNS_E_CD3
ICD_DGNS_E_CD4,ICD_DGNS_E_CD4
ICD_DGNS_E_CD5,ICD_DGNS_E_CD5
ICD_DGNS_E_CD6,ICD_DGNS_E_CD6
ICD_DGNS_E_CD7,ICD_DGNS_E_CD7
ICD_DGNS_E_CD8,ICD_DGNS_E_CD8
ICD_DGNS_E_CD9,ICD_DGNS_E_CD9
ICD_DGNS_E_VRSN_CD1,
ICD_DGNS_E_VRSN_CD10,
ICD_DGNS_E_VRSN_CD11,
ICD_DGNS_E_VRSN_CD12,
ICD_DGNS_E_VRSN_CD2,
ICD_DGNS_E_VRSN_CD3,
ICD_DGNS_E_VRSN_CD4,
ICD_DGNS_E_VRSN_CD5,
ICD_DGNS_E_VRSN_CD6,
ICD_DGNS_E_VRSN_CD7,
ICD_DGNS_E_VRSN_CD8,
ICD_DGNS_E_VRSN_CD9,
ICD_DGNS_VRSN_CD1,
ICD_DGNS_VRSN_CD10,
ICD_DGNS_VRSN_CD11,
ICD_DGNS_VRSN_CD12,
ICD_DGNS_VRSN_CD13,
ICD_DGNS_VRSN_CD14,
ICD_DGNS_VRSN_CD15,
ICD_DGNS_VRSN_CD16,
ICD_DGNS_VRSN_CD17,
ICD_DGNS_VRSN_CD18,
ICD_DGNS_VRSN_CD19,
ICD_DGNS_VRSN_CD2,
ICD_DGNS_VRSN_CD20,
ICD_DGNS_VRSN_CD21,
ICD_DGNS_VRSN_CD22,
ICD_DGNS_VRSN_CD23,
ICD_DGNS_VRSN_CD24,
ICD_DGNS_VRSN_CD25,
ICD_DGNS_VRSN_CD3,
ICD_DGNS_VRSN_CD4,
ICD_DGNS_VRSN_CD5,
ICD_DGNS_VRSN_CD6,
ICD_DGNS_VRSN_CD7,
ICD_DGNS_VRSN_CD8,
ICD_DGNS_VRSN_CD9,
ICD_PRCDR_CD1,ICD_PRCDR_CD1
ICD_PRCDR_CD10,ICD_PRCDR_CD10
ICD_PRCDR_CD11,ICD_PRCDR_CD11
ICD_PRCDR_CD12,ICD_PRCDR_CD12
ICD_PRCDR_CD13,ICD_PRCDR_CD13
ICD_PRCDR_CD14,ICD_PRCDR_CD14
ICD_PRCDR_CD15,ICD_PRCDR_CD15
ICD_PRCDR_CD16,ICD_PRCDR_CD16
ICD_PRCDR_CD17,ICD_PRCDR_CD17
ICD_PRCDR_CD18,ICD_PRCDR_CD18
ICD_PRCDR_CD19,ICD_PRCDR_CD19
ICD_PRCDR_CD2,ICD_PRCDR_CD2
ICD_PRCDR_CD20,ICD_PRCDR_CD20
ICD_PRCDR_CD21,ICD_PRCDR_CD21
ICD_PRCDR_CD22,ICD_PRCDR_CD22
ICD_PRCDR_CD23,ICD_PRCDR_CD23
ICD_PRCDR_CD24,ICD_PRCDR_CD24
ICD_PRCDR_CD25,ICD_PRCDR_CD25
ICD_PRCDR_CD3,ICD_PRCDR_CD3
ICD_PRCDR_CD4,ICD_PRCDR_CD4
ICD_PRCDR_CD5,ICD_PRCDR_CD5
ICD_PRCDR_CD6,ICD_PRCDR_CD6
ICD_PRCDR_CD7,ICD_PRCDR_CD7
ICD_PRCDR_CD8,ICD_PRCDR_CD8
ICD_PRCDR_CD9,ICD_PRCDR_CD9
ICD_PRCDR_VRSN_CD1,
ICD_PRCDR_VRSN_CD10,
ICD_PRCDR_VRSN_CD11,
ICD_PRCDR_VRSN_CD12,
ICD_PRCDR_VRSN_CD13,
ICD_PRCDR_VRSN_CD14,
ICD_PRCDR_VRSN_CD15,
ICD_PRCDR_VRSN_CD16,
ICD_PRCDR_VRSN_CD17,
ICD_PRCDR_VRSN_CD18,
ICD_PRCDR_VRSN_CD19,
ICD_PRCDR_VRSN_CD2,
ICD_PRCDR_VRSN_CD20,
ICD_PRCDR_VRSN_CD21,
ICD_PRCDR_VRSN_CD22,
ICD_PRCDR_VRSN_CD23,
ICD_PRCDR_VRSN_CD24,
ICD_PRCDR_VRSN_CD25,
ICD_PRCDR_VRSN_CD3,
ICD_PRCDR_VRSN_CD4,
ICD_PRCDR_VRSN_CD5,
ICD_PRCDR_VRSN_CD6,
ICD_PRCDR_VRSN_CD7,
ICD_PRCDR_VRSN_CD8,
ICD_PRCDR_VRSN_CD9,
IME_OP_CLM_VAL_AMT,IME_OP_CLM_VAL_AMT
NCH_ACTV_OR_CVRD_LVL_CARE_THRU,NCH_ACTV_OR_CVRD_LVL_CARE_THRU
NCH_BENE_BLOOD_DDCTBL_LBLTY_AM,NCH_BENE_BLOOD_DDCTBL_LBLTY_AM
NCH_BENE_DSCHRG_DT,NCH_BENE_DSCHRG_DT
NCH_BENE_IP_DDCTBL_AMT,NCH_BENE_IP_DDCTBL_AMT
NCH_BENE_MDCR_BNFTS_EXHTD_DT_I,NCH_BENE_MDCR_BNFTS_EXHTD_DT_I
NCH_BENE_PTA_COINSRNC_LBLTY_AM,NCH_BENE_PTA_COINSRNC_LBLTY_AM
NCH_BLOOD_PNTS_FRNSHD_QTY,NCH_BLOOD_PNTS_FRNSHD_QTY
NCH_CLM_TYPE_CD,NCH_CLM_TYPE_CD
NCH_DRG_OUTLIER_APRVD_PMT_AMT,NCH_DRG_OUTLIER_APRVD_PMT_AMT
NCH_IP_NCVRD_CHRG_AMT,NCH_IP_NCVRD_CHRG_AMT
NCH_IP_TOT_DDCTN_AMT,NCH_IP_TOT_DDCTN_AMT
NCH_NEAR_LINE_REC_IDENT_CD,NCH_NEAR_LINE_REC_IDENT_CD
NCH_PRMRY_PYR_CD,NCH_PRMRY_PYR_CD
NCH_PRMRY_PYR_CLM_PD_AMT,NCH_PRMRY_PYR_CLM_PD_AMT
NCH_PROFNL_CMPNT_CHRG_AMT,NCH_PROFNL_CMPNT_CHRG_AMT
NCH_PTNT_STATUS_IND_CD,NCH_PTNT_STATUS_IND_CD
NCH_VRFD_NCVRD_STAY_FROM_DT,NCH_VRFD_NCVRD_STAY_FROM_DT
NCH_VRFD_NCVRD_STAY_THRU_DT,NCH_VRFD_NCVRD_STAY_THRU_DT
NCH_WKLY_PROC_DT,NCH_WKLY_PROC_DT
OP_PHYSN_NPI,OP_PHYSN_NPI
OP_PHYSN_UPIN,OP_PHYSN_UPIN
ORG_NPI_NUM,ORG_NPI_NUM
OT_PHYSN_NPI,OT_PHYSN_NPI
OT_PHYSN_UPIN,OT_PHYSN_UPIN
PRCDR_DT1,PRCDR_DT1
PRCDR_DT10,PRCDR_DT10
PRCDR_DT11,PRCDR_DT11
PRCDR_DT12,PRCDR_DT12
PRCDR_DT13,PRCDR_DT13
PRCDR_DT14,PRCDR_DT14
PRCDR_DT15,PRCDR_DT15
PRCDR_DT16,PRCDR_DT16
PRCDR_DT17,PRCDR_DT17
PRCDR_DT18,PRCDR_DT18
PRCDR_DT19,PRCDR_DT19
PRCDR_DT2,PRCDR_DT2
PRCDR_DT20,PRCDR_DT20
PRCDR_DT21,PRCDR_DT21
PRCDR_DT22,PRCDR_DT22
PRCDR_DT23,PRCDR_DT23
PRCDR_DT24,PRCDR_DT24
PRCDR_DT25,PRCDR_DT25
PRCDR_DT3,PRCDR_DT3
PRCDR_DT4,PRCDR_DT4
PRCDR_DT5,PRCDR_DT5
PRCDR_DT6,PRCDR_DT6
PRCDR_DT7,PRCDR_DT7
PRCDR_DT8,PRCDR_DT8
PRCDR_DT9,PRCDR_DT9
PRNCPAL_DGNS_CD,PRNCPAL_DGNS_CD
PRNCPAL_DGNS_VRSN_CD,
PRVDR_NUM,PRVDR_NUM
PRVDR_STATE_CD,PRVDR_STATE_CD
PTNT_DSCHRG_STUS_CD,PTNT_DSCHRG_STUS_CD
REV_CNTR,REV_CNTR
REV_CNTR_DDCTBL_COINSRNC_CD,REV_CNTR_DDCTBL_COINSRNC_CD
