Id,NAME,ADDRESS,CITY,STATE,POSTCODE,LAT,LON,PHONE,UTILIZATION
23adc2bd-f382-352f-94b8-b51a5901d700,MOORCROFT QUARRY SOCIAL DISPATCH POINT,MOORCROFT QUARRY,PLYMOUTH,SW,PL9 8AJ,50.365914,-4.0821351,,3
b7f7372e-6ae0-31b7-9c32-4fb9f952e574,ASSERTIVE OUTREACH TEAM,HAHNEMANN HOUSE,BOURNEMOUTH,SW,BH2 5JW,50.717691,-1.8863021,,1
3c9bbff4-7edd-352c-a2cd-1e44dd7d6b8d,BUDLEIGH SALTERTON HOSPITAL,EAST BUDLEIGH ROAD,BUDLEIGH SALTERTON,SW,EX9 6HF,50.631592,-3.3205193,,3
371783e6-4cbf-31d8-9161-b8812141fff0,HINDON SURGERY,THE SURGERY,HINDON,SW,SP3 6DJ,51.095811,-2.1308133,01747 820222,71
98cae11d-ff90-31d0-ac70-f2ec76e8021a,WESTOVER SURGERY,THE WESTOVER SURGERY,REDRUTH,SW,TR11 4QJ,50.148927,-5.0750103,01326 212120,106
218bc319-5e74-3d28-b03e-e7234fb24afd,CROSS PLAIN HEALTH CENTRE,CROSS PLAIN HEALTH CENTRE,DURRINGTON,SW,SP4 8DH,51.197379,-1.7709933,01980 600600,33
f728b878-c3cd-3468-9f6c-6fbb71047f54,NHS KERNOW LIVI - EMIS,PENNTORR HEALTH,BRISTOL,SW,PL11 2TB,50.376056,-4.2250421,01208 812342,52
e8fc0972-1b86-3405-a5e8-42aef03a1012,CHERITON BISHOP & TEIGN VALLEY PRACTICE,THE SURGERY,EXETER,SW,EX6 6JA,50.724896,-3.7421645,,3
453f08ab-ec4f-3aca-a7b1-4eb8edd953d3,NEWMEDICA EXETER,THE MEDICAL EYE CLINIC,BODMIN,SW,EX2 8NL,50.696795,-3.517511,01392 797717,100
5711e707-204f-3c6d-b751-8d962a6de030,CONTINENCE SERVICE CGH,CONTINENCE DEPARTMENT CGH,GLOUCESTER,SW,GL53 7AN,51.89319,-2.0718118,0300 4225305,33
a8292a12-6430-36f6-b143-501e61e2d449,WEST CLUSTER IAGPS,WEYMOUTH COMMUNITY HOSP,CIRENCESTER,SW,DT4 7TB,50.621054,-2.4510543,01305 760022,99
8d1d5016-833a-31b5-b13b-ae75a056293b,WE ARE WITH YOU IN BCP,TRINITY HOUSE,TORPOINT,SW,BH1 1JU,50.722386,-1.8704952,01202 558855,152
a8adf3ce-1e9e-3241-ad96-0896bf4eed0e,HUC - SOMERSET IUC OOH,ASHFORD COURT,LOWES BRIDGE,SW,TA1 2PX,51.014091,-3.0680957,01392 269455,30
01671a59-b03d-30d7-905e-6f44a14f801f,EASTGATE LODGE,PARKSTONE ROAD,POOLE,SW,BH15 2SF,50.720753,-1.9651422,,3
bfc3aa47-4fb3-3ee3-8c89-f0f683ede1ce,WHITFIELD RURAL ACTIVITIES CENTRE,POUNDBURY WHITFIELD,DORCHESTER,SW,DT2 9SL,50.722629,-2.464425,,1
97736af0-bee2-326b-a3a3-b11ee625fe6d,COMM HOSP - HARBOUR WARD,BODMIN HOSPITAL,BODMIN,SW,PL31 2QT,50.468259,-4.7430109,01208 834600,54
0a895133-e27b-309c-b467-8581b82f5658,NORTH & EAST DEVON BREAST SCREENING SERVICE,MATFORD BUSINESS CENTRE,EXETER,SW,EX2 8ED,50.69716,-3.5212326,,3
fe064e27-fc7c-332d-8932-5fa5badc838a,ACUTE GP REFERRAL SERVICE,DERRIFORD HOSPITAL,PENZANCE,SW,PL6 8DH,50.41672,-4.1136845,01752 792308,102
d9d1d61a-adcd-3f3c-8823-06a62b00566d,NIGHTINGALE VALLEY PRACTICE,NIGHTINGALE VALLEY PRACT,BRISLINGTON,SW,BS4 4HU,51.446246,-2.5479382,0117 3304300,175
8fd41390-5062-3b50-8fed-de318ccc8a2d,GOMPELS PHARMACY,1 BANK STREET,CHIPPENHAM,SW,SN12 6LE,51.374218,-2.1383735,01225 702198,45
5d52d862-3a17-3997-8b29-0919084dc6cc,CHURCHDOWN SURGERY,CHURCHDOWN SURGERY,CINDERFORD,SW,GL3 2JH,51.882388,-2.171675,01452 899762,30
f9fb03eb-e1ec-3fd6-ada9-25b7e5d74752,THE DEAN NEUROLOGICAL CENTRE,TEWKESBURY ROAD,BRISTOL,SW,GL2 9EE,51.880048,-2.2393924,01452 420200,338
582c1518-8a87-33df-83e1-3f6cdc9cfceb,QUAY ADVICE CENTRE,HILL STREET,POOLE,SW,BH15 1NR,50.715632,-1.9850752,,6
ef6a5294-f17b-3927-97ca-317620c9fed1,PHARMACY MANUFACTURING UNIT,KEMMINGS CLOSE,PAIGNTON,SW,TQ4 7TW,50.413209,-3.5837873,,1
9f40fa54-96fa-3ff2-832d-dd0917e31bba,HELIOS MEDICAL CENTRE,HELIOS MEDICAL CENTRE,BRISTOL,SW,BS9 1JN,51.475527,-2.6310236,0117 9626060,127
68c884a3-f675-3243-b269-2d2acde6b926,CHELTENHAM ROAD SURGERY,CHELTENHAM ROAD SURGERY,GLOUCESTER,SW,GL2 0LS,51.870388,-2.2231175,01452 522575,49
d479ea67-b18f-35e8-97a8-867f53e032d6,COMMUNITY TEAM PENZANCE,BELLAIR CLINIC,NEWQUAY,SW,TR18 4TA,50.117787,-5.542535,01208 834600,58
58784282-3b35-3416-9dd8-b7202cf5c8a3,CHERITON BISHOP SURGERY,THE SURGERY,BRAUNTON,SW,EX6 6JA,50.724896,-3.7421645,01647 24272,121
f584a9fa-6652-3b08-bb85-a8ced0601ee7,LIGHTHOUSE CHILDRENS CENTRE,LINDEN ROAD,GLOUCESTER,SW,GL1 5JA,51.849549,-2.2489571,,3
a511bf66-e692-39bd-9eba-b52be3c822af,PRESTON GROVE MEDICAL CENTRE  YEOVIL,PRESTON GROVE MEDICAL CTR,TAUNTON,SW,BA20 2BQ,50.94185,-2.6442646,01935 474353,54
f4ff9bae-359b-3017-9015-806750c0763b,ROYAL EYE INFIRMARY,3 ALPHA WAY,PLYMOUTH,SW,PL6 5ZF,50.413512,-4.1238734,,3
3a98f190-1b6e-361e-8dbd-e3fc3b155347,BRIDGE VIEW MEDICAL,THE SOUTHVILLE SURGERY,BRISTOL,SW,BS3 1AS,51.445337,-2.5994835,0117 9669724,218
b6f7e8d3-09b2-31cb-9ec1-e45ba700b1f7,TALBOT MEDICAL CENTRE,TALBOT MEDICAL CENTRE,BOURNEMOUTH,SW,BH10 4BX,50.748888,-1.9089341,01202 636400,31
889115cd-69d3-31ab-8fb3-058c819adf04,THE BARCELLOS FAMILY PRACTICE,TRICKETTS CROSS,FERNDOWN,SW,BH22 8AZ,50.807989,-1.8722461,01202 897989,73
e2b08119-4db8-34f9-9439-291c8f3625d4,PRESTBURY PARK MEDICAL,WILSON HEALTH CENTRE,WESTBURY ON SEVERN,SW,GL52 3EY,51.910614,-2.055936,01242 226336,128
e7c225f0-e965-348d-8083-beb8e3e63375,STOUR SURGERY,THE STOUR SURGERY,CHRISTCHURCH,SW,BH23 1PA,50.73605,-1.7821894,01202 464500,31
77ed1ac2-c2f1-3f93-811b-4a4560461c23,BIDEFORD AMBULANCE STATION,CLOVELLY ROAD INDUSTRIAL ESTATE,BIDEFORD,SW,EX39 3HN,51.01005,-4.2338299,,3
cc915e5b-e028-3370-991f-d62ea9b0095a,BOX SURGERY,LONDON ROAD,CORSHAM,SW,SN13 8NA,51.417651,-2.2501245,01225 742361,88
b6b7ca1f-0838-3a8d-874c-c2191bda4b2c,ENT GPSI LISKEARD HOSPITAL,LISKEARD HOSPITAL,STROUD,SW,PL14 3XD,50.461584,-4.4509954,01579 373500,34
486215e7-06c4-373c-9410-15799f77391b,THE VRON - 91B,91B HUCCLECOTE ROAD,GLOUCESTER,SW,GL3 3TR,51.855222,-2.1862504,,3
6e190ce3-390a-3f57-8c6a-56d28f0658d8,COMMUNITY TEAM SOUTH KERRIER,HELSTON COMMUNITY HOSP,SALTASH,SW,TR13 8DR,50.091947,-5.2649317,01208 834600,55
074e44f0-6e90-3c22-85a9-cf6b6ca87813,DN POOLE BAY,POOLE LOCALITY,WIMBORNE,SW,BH21 1ER,50.802195,-1.9959181,,3
85d9ef3d-f6d4-351e-8dd7-2b02f3a35819,168 MEDICAL GROUP,168 LOCKING ROAD,BRISTOL,SW,BS23 3HQ,51.34576,-2.9581675,01934 624242,65
449090ac-2566-32dc-9a1d-444e63c0651f,PES@SPECSAVERS MELKSHAM BSW CCG,29 BANK STREET,CHIPPENHAM,SW,SN12 6LE,51.374218,-2.1383735,01225 899810,66
6c8e355b-4c8b-3bd8-b890-8d58c517a03d,PARKINSON'S DISEASE SPECIALIST NURSE,SOUTHMEAD HOSPITAL,,SW,BS10 5NB,51.497333,-2.5929485,0117 9505050,81
227e2ab6-06b6-30e5-9d27-4c0af29c8552,MULBERRY CENTRE,BERROW HEALTH CAMPUS,BURNHAM-ON-SEA,SW,TA8 2JU,51.259235,-2.9984435,,6
f5a2d67a-6d92-32a4-98f2-3444c5d4735a,COLLEGE WAY SURGERY,COLLEGE WAY SURGERY,BECKINGTON,SW,TA1 4TY,51.005247,-3.1212982,01823 259333,164
851b2051-01d6-3315-b92b-4686376a25a9,CAMHS OUTREACH,OAKLANDS COURT,BARNSTAPLE,SW,EX16 6TG,50.910753,-3.4660544,01392 384105,136
a2f8532a-a054-3a56-af08-93a72ab303be,KCCG-ENT CLINIC BODMIN,BODMIN HOSPITAL,TRURO,SW,PL31 2QT,50.468259,-4.7430109,01726 627953,67
fff4afa7-5a41-3ece-aa9f-cae1fc3f8dfb,MINOR INJURY UNIT-SIDMOUTH,THE BEACON MEDICAL PRACT,WESTON-SUPER-MARE,SW,EX10 9YA,50.699501,-3.247731,01395 512601,29
92021ee5-45b4-3106-be1f-dc59f6586125,LIFEBOAT QUAY MEDICAL CENTRE,LIFEBOAT QUAY MEDICAL CTR,POOLE,SW,BH15 1AE,50.718734,-1.9849326,0844 4773324,214
e94e9fc0-d3a4-32e7-935f-cbecab27cab7,WESTBANK PRACTICE,THE LIMES SURGERY,EXETER,SW,EX6 8DF,50.679142,-3.4937566,01392 833230,69
15a0dec0-737b-32a8-90be-d6c21461b25b,NEW HALL HOSPITAL,NEW HALL HOSPITAL,PLYMOUTH,SW,SP5 4EY,51.030723,-1.7638289,01722 435143,57
99c1192a-2a31-3e79-a077-d02f0366f944,ROYAL CRESCENT SURGERY,WILSON HEALTH CENTRE,121 SWINDON RD,CHELTENHAM,SW,GL52 3EY,51.910614,-2.055936,01242 580248,39
cf302aa4-f77c-3aa3-a803-8e1aa0287c75,AWP MENTAL HEALTH TEAM EASTWOOD PARK,FALFIELD,WOTTON-UNDER-EDGE,SW,GL12 8DB,51.634463,-2.4673835,,3
2d76e568-c2cc-3661-b9a6-500625926170,PRIMARY CARE PAEDIATRIC SERVICE,C/O LEAP VALLEY SURGERY,DEVIZES,SW,BS37 4NG,51.529077,-2.4241668,01454 313577,93
ba5184f9-0022-3d45-a99f-73cc7130b9d5,CARNON DOWNS SURGERY,THE SURGERY,HELSTON,SW,TR3 6JD,50.22345,-5.0919047,01872 863221,58
a5cc4e20-f638-3b2e-8bcf-a691ef3fc68a,STOCKWOOD MEDICAL CENTRE,STOCKWOOD MEDICAL CENTRE,BRISTOL,SW,BS14 8PT,51.411565,-2.5441444,01275 833103,110
d3c956fe-2e2f-392b-806d-847abc651494,COMMUNITY TEAM TORPOINT,PENNTORR HEALTH,BODMIN,SW,PL11 2TB,50.376056,-4.2250421,01208 834600,30
136ca92b-e5b3-3794-81fc-18d44ba612ad,BRUNEL MEDICAL PRACTICES- KIRKHAM,ST. ALBANS ROAD,TORQUAY,SW,TQ1 3SL,50.479358,-3.5169482,,1
0be6a6ca-2af1-30aa-8de4-64eab4544df9,IVYBRIDGE HEALTH CENTRE,STATION ROAD,IVYBRIDGE,SW,PL21 0AJ,50.391844,-3.9207007,,3
c9e3cac5-0b03-34a5-b7a5-1165248f9227,THE FAMILY PRACTICE,THE FAMILY PRACTICE,BRISTOL,SW,BS6 6DF,51.462707,-2.6033674,0117 9466455,30
0cb1e485-735f-3bf3-9e61-5b50aad33c8a,SAME DAY EMERGENCY CARE,NORTH DEVON HOSPITAL,SHIREHAMPTON,SW,EX31 4JB,51.092201,-4.0511326,01271 322577,50
712a59c6-e3ba-3c98-8ed0-24854008edd8,CANFORD HEALTH CLINIC,CULLIFORD CRESCENT,POOLE,SW,BH17 9DW,50.751527,-1.9666079,,3
a634369c-445c-3a9d-ae52-1ad6d6a6dab6,SALISBURY MEDICAL PRACTICE,FISHERTON HOUSE,SALISBURY,SW,SP2 7FD,51.072278,-1.8091913,01722 333034,60
2ce7d460-120b-3991-a10d-6dce451f0447,WONFORD GREEN SURGERY,WONFORD GREEN SURGERY,PLYMOUTH,SW,EX2 6NF,50.713847,-3.4994208,01392 250135,99
05a58020-780d-34ec-af4b-a0b7564fccf1,SID VALLEY PRACTICE,THE BEACON MEDICAL CENTRE,EXETER,SW,EX10 9YA,50.699501,-3.247731,01395 512601,33
81b60837-d671-3b6c-a9fe-6617a738ce64,SOUTH BRISTOL LOCALITY,WITHYWOOD CENTRE,STAPLETON, BRISTOL,SW,BS13 8QA,51.40731,-2.6221188,0300 1256789,42
e9e13bad-6cfe-3e17-a2ab-c4f81cbc7d7e,BMI HEALTHCARE BATH CLINIC,CLAVERTON DOWN ROAD,PORTISHEAD,SW,BA2 7BR,51.364144,-2.3321931,01225 835555,86
10a2fb55-556c-356d-bd80-e1ab15daff5c,ASHINGTON WAY PHARMACY,ASHINGTON WAY,MELKSHAM,SW,SN5 7XT,51.557473,-1.8266148,,29
2791e9b2-fa33-3dd3-a658-eace052086be,THE WELLSPRING SURGERY,THE WELLSPRING SURGERY,BRISTOL,SW,BS5 9QY,51.455812,-2.5614665,0117 9557711,222
a69194b4-46ed-3725-bdf1-38dfb272ce86,MITCHELDEAN SURGERY,MITCHELDEAN SURGERY,BERKELEY,SW,GL17 0AU,51.865935,-2.4883694,01594 542270,91
183d327f-f53c-389d-a788-d81b6d7d4c29,WESTBURY GROUP PRACTICE,WHITE HORSE HEALTH CENTRE,WESTBURY,SW,BA13 3FQ,51.252707,-2.2034902,01373 828330,91
b3a602a5-9b4f-32b1-80dc-542a8e11c99e,BAMPTON SURGERY,THE SURGERY,,SW,EX16 9NB,50.988758,-3.4873047,01398 331304,29
575305b1-9db4-315a-b018-943d44fb89a3,LOCKING HILL SURGERY,LOCKING HILL SURGERY,STOW-ON-THE-WOLD,SW,GL5 1UY,51.747207,-2.2160927,01453 764222,68
3d1b6fd8-6219-3154-a66a-ff1ad1aa8dc6,WORKING AGE ADULTS - LECKHAMPTON LODGE,LECKHAMPTON LODGE,CIRENCESTER,SW,GL53 9DZ,51.881051,-2.073681,01242 634300,68
e5a58e90-a8a1-3fd8-9948-8c673125fa08,MONMOUTH SURGERY,MONMOUTH SURGERY,BRISTOL,SW,BA1 2AU,51.383226,-2.3677235,01225 334618,66
676afc24-0ff7-3f58-a515-112f289ebb0b,IN-REACH GUYS MARSH,GUYS MARSH,SHAFTESBURY,SW,SP7 0AH,50.984693,-2.2212905,,3
7df15e06-2514-392c-8189-681452a0409b,SIXWAYS CLINIC,SIXWAYS CLINIC,HUCCLECOTE, GLOUCESTER,SW,GL52 6HS,51.889028,-2.053933,01242 223810,75
ea9c4e89-0aac-3cc3-9b52-7de96c481587,MENDIP COUNTRY PRACTICE,MENDIP COUNTRY PRACTICE,YEOVIL,SW,BA3 5NQ,51.241343,-2.4504792,01373 812244,72
d066923d-5778-3753-bb65-c4f09a3d0dec,MOUNT GOULD HOSPITAL,MOUNT GOULD ROAD,PLYMOUTH,SW,PL4 7QD,50.378513,-4.1151078,,6
108741fe-5e33-3366-9634-0e372507edde,MAYFIELD MEDICAL CENTRE,THE MAYFIELD MEDICAL CTR.,TORQUAY,SW,TQ4 5LA,50.433243,-3.5701074,01803 558257,76
0d4e6648-5a73-3f7f-9233-39741447eed5,EXETER ROAD COTTAGES,LANGDON,DAWLISH,SW,EX7 0NS,50.600109,-3.4646447,,3
14be4e9b-4e2f-3cab-bb75-f379be005427,ADDACTION NORTH DEVON,LONGBRIDGE HOUSE,SWINDON,SW,EX39 3AF,51.017119,-4.2116132,0300 3033384,28
ece901f9-8012-3e07-8cfd-e07abbd5327c,ST. LEVAN SURGERY,ST.LEVAN SURGERY,IVYBRIDGE,SW,PL2 1JR,50.383921,-4.1773284,01752 561973,92
b0e16eb7-1e14-3f77-9346-7cf786c80b74,KCCG-CHC MT EDGECUMBE,MOUNT EDGECUMBE HOPSICE,REDRUTH,SW,PL26 6AB,50.328568,-4.7720937,01726 627953,157
418a8b58-693a-3d4e-8cb5-0092e324046c,CHELTENHAM & GLOUCESTER NUFFIELD,HATHERLEY LANE,CHELTENHAM,SW,GL51 6SY,51.891864,-2.1297598,,3
56e5dd79-49e9-350c-bc39-7941d0935e2d,KINGSTEIGNTON MEDICAL PRACTICE,THE SURGERY WHITEWAY ROAD,BARNSTAPLE,SW,TQ12 3HN,50.54898,-3.5973952,01626 357080,59
23f101d9-8828-349f-a8b1-7326f3c0293b,ROMNEY HOUSE SURGERY,ROMNEY HOUSE SURGERY,CIRENCESTER,SW,GL8 8AA,51.637972,-2.1607354,01666 502303,86
00837e3b-d120-3cb2-991f-f9934f1f4a68,EXTENDED ACCESS GLOUCESTER HADWEN,HADWEN MEDICAL PRACTICE,YATE, BRISTOL,SW,GL4 4BL,51.841517,-2.2043084,01452 529933,113
9884e1f7-9223-33d2-a8d0-ffbdb79ccbd3,MAYTREES MEDICAL PRACTICE,EAST TREES HEALTH CENTRE,BRISTOL,SW,BS5 6SA,51.470243,-2.5633714,0117 2444123,218
e595f153-c7c5-34f1-baf7-249183e00456,PLYMOUTH CDC,COLIN CAMPBELL COURT,PLYMOUTH,SW,PL1 1TQ,50.37111,-4.1480242,,1
3f57ebb3-158b-3664-95fc-9442824b8e90,WESTBOURNE MEDICAL CENTRE,WESTBOURNE MEDICAL CENTRE,BOURNEMOUTH,SW,BH4 9HJ,50.723542,-1.9034439,01202 752550,59
fc298c1d-c9f5-3d3d-ae06-f40225989b42,QUAY LANE SURGERY,QUAY LANE SURGERY,REDRUTH,SW,PL12 5LH,50.395352,-4.3057128,01503 230088,165
778b65b7-1282-3e1f-b6c9-522d7f210821,BCH HEALTH VISITORS,EASTGATE HOUSE,SALISBURY,SW,BS5 6XX,51.473094,-2.5671211,0117 3408063,121
09e4adfe-34e1-3e49-806b-52e1ba967c4c,TORRINGTON HEALTH CENTRE,TORRINGTON HEALTH CENTRE,CHULMLEIGH,SW,EX38 8EL,50.951997,-4.140176,01805 622247,116
698260c0-bfc4-3ffd-a626-59915a40e32f,THE ADAM PRACTICE,306 BLANDFORD ROAD,POOLE,SW,BH15 4JQ,50.720875,-2.0105439,01202 679234,501
005a8b66-6130-319d-a3b3-84dc6b2375da,HIGHCLIFFE MEDICAL CENTRE,HIGHCLIFFE MEDICAL CENTRE,HIGHCLIFFE,SW,BH23 5ET,50.741232,-1.7018378,01425 272203,179
a0dc4dd3-da4e-325b-b200-83510e8df5ec,THE HERMITAGE SURGERY,THE HERMITAGE SURGERY,SWINDON,SW,SN1 3EF,51.552004,-1.772421,01793 522492,31
8aa3be3f-c9b8-3d83-b4b9-7fa5853c5beb,PRIORY SURGERY,326 WELLS ROAD,PILL,SW,BS4 2QJ,51.434219,-2.5660064,0117 9493988,35
a9dcee86-b4b5-3a9c-84b3-cf9b0a43ab1c,CART TEAM,POST POINT 21,BOURNEMOUTH,SW,BH7 7DW,50.747482,-1.8205054,01202 704031,64
59b6e09c-502f-3172-a02f-0f54d1e9917c,IMPROVED ACCESS GLOUCESTER INNER CITY,PAVILION FAMILY DOCTORS,EXETER,SW,GL1 5JJ,51.853393,-2.2425901,01452 385555,56
79b3e042-3596-32c2-ad15-450af6fc25de,ST MARGARET'S HOSPICE,ST MARGARET'S HOSPICE,BRISTOL,SW,TA1 5HA,51.016486,-3.1270865,0845 0708910,88
56b36b06-890b-34bf-b58d-ad80bc54793f,GP TACKLING VIOLENCE SERVICE,SAFE TREATMENT FACILITY,SWINDON,SW,BS2 8HW,51.458886,-2.596293,0117 9539430,127
282b55af-97c5-3e9b-abc0-ec67c3ad65cc,RAMSEY HEALTH CARE UK,NEWHALL HOSPITAL,SWINDON,SW,SP5 4EY,51.030723,-1.7638289,01722 435140,56
3e3133f3-f89b-366f-ac2f-e83f1f4fbbb7,CANNINGTON HEALTH CENTRE,CANNINGTON HEALTH CENTRE,YEOVIL,SW,TA5 2HB,51.149764,-3.0646487,01278 652335,296
943c34df-19c6-3394-a69a-d310cab77c6a,ABBEY MANOR MEDICAL PRACTICE,ABBEY MANOR MEDICAL PRACT,IVYBRIDGE,SW,BA21 3TL,50.94992,-2.6644627,01935 404820,133
895464b8-3367-3d98-8f46-db7589eaf51f,HATHAWAY SURGERY,HATHAWAY SURGERY,CHIPPENHAM,SW,SN14 6GT,51.467324,-2.1397639,01249 462775,51
1aac4558-fbfd-3404-b987-4eb52dea9351,DARTMOUTH AMBULANCE STATION,COLLEGE WAY,DARTMOUTH,SW,TQ6 9SL,50.353603,-3.5833912,,3
e98d9a15-82df-3aa3-9518-591be0e0a806,WESTBANK PRACTICE,THE SURGERY,EXETER,SW,EX6 8PZ,50.625663,-3.4478225,,6
0416ba5d-84d5-38a1-9f31-36edddb0b022,BECKINGTON FAMILY PRACTICE,BECKINGTON FAMILY PRAC,SOMERSET,SW,BA11 6SE,51.266491,-2.2815516,01373 830316,106
9338397e-c312-3129-8421-a26f81fef1e2,HILLCREST,31 SLADES FARM ROAD,BOURNEMOUTH,SW,BH10 4EU,50.749533,-1.8948292,,1
17ce6339-3498-38b0-a297-9212e880840f,PRIMARY CARE GYNAECOLOGY SERVICE,PRIMARY CARE GYNAECOLOGY,GLOUCESTER,SW,BS11 9JJ,51.49838,-2.6953877,0117 9824322,62
b2f8d294-6ba5-3e52-85c1-3876a0dd8f84,EVERGREEN SOCIAL DAY CARE SERVICE,50 THE MOUNT,TAUNTON,SW,TA1 2NR,51.014941,-3.0714654,,3
064c8f9e-30d9-3a96-9f70-a30df86ae26e,SUNNYSIDE SURGERY,SUNNYSIDE SURGERY,BRISTOL,SW,BS21 7TA,51.437908,-2.8585514,01275 873588,123
ef9e86ea-b54a-3913-a9ce-f4ad257d27c7,ALPHINGTON PHARMACY,25 IDE LANE,PENHALE,SW,EX2 8UP,50.699471,-3.5349723,01392 434749,50
5c29fcd4-7f2c-3879-a43b-2ed3f1c772c2,PES AT SMITH AND SWEPSON H&W CCG,2 IMPERIAL SQUARE,BARTON ROAD, TEWKESBURY,SW,GL50 1QB,51.897628,-2.076949,01242 243800,41
ac10954a-d680-3be4-a197-67ff9241416b,GILLINGHAM MEDICAL PRACTICE,PEACEMARSH SURGERY,GILLINGHAM,SW,SP8 4FA,51.04774,-2.2827186,,3
6998b339-45f9-3d9a-8b38-a3a720b19436,PES@SPECSAVERS FROME BSW CCG,19 WESTWAY CENTRE,MELKSHAM,SW,BA11 1BS,51.231931,-2.3216149,01373 451180,133
fd031237-5080-3949-9b0d-cb086bb77672,CLAYS PRACTICE,THE CLAYS PRACTICE,LISKEARD,SW,PL26 8JF,50.408534,-4.832585,01726 890370,29
28619c6c-74e7-318d-81b3-c75174ed1dcf,CASTLE PRACTICE,THE LUDGERSHALL HLTH CTRE,ANDOVER,SW,SP11 9RA,51.256046,-1.6175308,01264 790356,59
fe1597fb-905f-3d1a-bfdc-bf2bb9b31933,ST AUSTELL HEALTH GROUP,ST AUSTELL HEALTH GROUP,CORSTON, BATH,SW,PL25 3EF,50.34439,-4.7596194,01726 75555,64
959cb422-11dd-3fbb-a9a9-80d0854866c4,CAMHS EXETER & EAST,EVERGREEN HOUSE,TIVERTON,SW,EX2 4NU,50.718517,-3.5144728,01392 208600,51
26fc787e-2e4c-3d0e-a4ab-f61df34bb3dd,RESPIRATORY COMMUNITY SERVICE,NEW FRIENDS HALL,KINGSWOOD, BRISTOL,SW,BS16 1EQ,51.479731,-2.5667715,0300 1245909,145
8ae7f0b7-8aab-3296-8f99-a37f527a2e82,GREAT WESTERN SURGERY,THE GREAT WESTERN SURGERY,SWINDON,SW,SN1 2QU,51.569609,-1.7679471,01793 421311,169
