zip,city,state,latitude,longitude,fipscounty,county,ssacounty,fipsstate
645,Culebra,PR,18.308508,-65.304732,72049,CULEBRA,40240,72.0
646,Dorado,PR,18.442798,-66.27689000000001,72051,DORADO,40250,72.0
647,Ensenada,PR,17.964529000000002,-66.93993,72055,GUANICA,40270,72.0
648,Fajardo,PR,18.333038000000002,-65.656182,72053,FAJARDO,40260,72.0
650,Florida,PR,18.363331,-66.56773000000001,72054,FLORIDA,40265,72.0
652,Garrochales,PR,18.457453,-66.61216999999999,72013,ARECIBO,40070,72.0
653,Guanica,PR,17.992112,-66.90097,72055,GUANICA,40270,72.0
654,Jobos,PR,17.979518,-66.11721899999999,72057,GUAYAMA,40280,72.0
655,Olimpo,PR,17.976371,-66.116795,72057,GUAYAMA,40280,72.0
656,Guayanilla,PR,18.038866,-66.79168,72059,GUAYANILLA,40290,72.0
658,Gurabo,PR,18.254137,-65.973605,72063,GURABO,40310,72.0
659,Hatillo,PR,18.432956,-66.80039000000001,72065,HATILLO,40320,72.0
660,Hormigueros,PR,18.139108,-67.12085,72067,HORMIGUEROS,40330,72.0
661,Humacao,PR,18.150829,-65.826595,72069,HUMACAO,40340,72.0
662,Isabela,PR,18.478855,-67.01973000000001,72071,ISABELA,40350,72.0
664,Jayuya,PR,18.212564999999998,-66.59243000000001,72073,JAYUYA,40360,72.0
665,Ponce,PR,18.044224,-66.502103,72075,JUANA DIAZ,40370,72.0
666,Juncos,PR,18.228952,-65.921356,72077,JUNCOS,40380,72.0
667,Lajas,PR,18.017819,-67.04226,72079,LAJAS,40390,72.0
669,Lares,PR,18.288418,-66.87503000000001,72081,LARES,40400,72.0
670,Las Marias,PR,18.241343,-66.97604,72083,LAS MARIAS,40410,72.0
671,Las Piedras,PR,18.1789,-65.869939,72085,LAS PIEDRAS,40420,72.0
674,Manati,PR,18.426137,-66.48697,72091,MANATI,40450,72.0
676,Moca,PR,18.37956,-67.08424000000001,72099,MOCA,40490,72.0
677,Rincon,PR,18.336121,-67.23675,72117,RINCON,40580,72.0
678,Quebradillas,PR,18.442334,-66.93275,72115,QUEBRADILLAS,40570,72.0
680,Mayaguez,PR,18.205232000000002,-67.12655,72097,MAYAGUEZ,40480,72.0
682,Mayaguez,PR,18.208402,-67.15428,72097,MAYAGUEZ,40480,72.0
683,San German,PR,18.092807,-67.04524,72125,SAN GERMAN,40630,72.0
685,San Sebastian,PR,18.332595,-66.98104000000001,72131,SAN SEBASTIAN,40660,72.0
687,Morovis,PR,18.317079999999997,-66.41528000000001,72101,MOROVIS,40500,72.0
688,Sabana Hoyos,PR,18.40415,-66.61348000000001,72013,ARECIBO,40070,72.0
690,San Antonio,PR,18.495369,-67.09867,72005,AGUADILLA,40030,72.0
692,Vega Alta,PR,18.419666,-66.33185999999999,72143,VEGA ALTA,40720,72.0
693,Vega Baja,PR,18.440667,-66.3921,72145,VEGA BAJA,40730,72.0
694,Vega Baja,PR,18.443109,-66.398302,72145,VEGA BAJA,40730,72.0
698,Yauco,PR,18.06547,-66.85587,72153,YAUCO,40770,72.0
703,Aguas Buenas,PR,18.246205,-66.12827,72007,AGUAS BUENAS,40040,72.0
704,Aguirre,PR,17.970112,-66.22291,72123,SALINAS,40620,72.0
705,Aibonito,PR,18.12942,-66.26541,72009,AIBONITO,40050,72.0
707,Maunabo,PR,18.014505,-65.91018000000001,72095,MAUNABO,40470,72.0
714,Arroyo,PR,17.987288,-66.05552,72015,ARROYO,40080,72.0
715,Mercedita,PR,18.003492,-66.55868000000001,72113,PONCE,40560,72.0
716,Ponce,PR,17.999066,-66.59965,72113,PONCE,40560,72.0
717,Ponce,PR,18.004303,-66.61374,72113,PONCE,40560,72.0
718,Naguabo,PR,18.22048,-65.74293,72103,MAGUABO,40510,72.0
719,Naranjito,PR,18.294570999999998,-66.25098,72105,NARANJITO,40520,72.0
720,Orocovis,PR,18.217827,-66.42265,72107,OROCOVIS,40530,72.0
721,Palmer,PR,18.364161,-65.778288,72119,RIO GRANDE,40590,72.0
723,Patillas,PR,18.023196,-66.0131,72109,PATILLAS,40540,72.0
725,Caguas,PR,18.233926999999998,-66.04502,72025,CAGUAS,40130,72.0
726,Caguas,PR,18.212965,-66.058033,72025,CAGUAS,40130,72.0
727,Caguas,PR,18.23,-66.03,72025,CAGUAS,40130,72.0
728,Ponce,PR,18.013353,-66.65218,72113,PONCE,40560,72.0
729,Canovanas,PR,18.35615,-65.89089,72029,CANOVANAS,40145,72.0
730,Ponce,PR,18.022626000000002,-66.61726999999999,72113,PONCE,40560,72.0
731,Ponce,PR,18.077329000000002,-66.61192,72113,PONCE,40560,72.0
732,Ponce,PR,18.021781,-66.613742,72113,PONCE,40560,72.0
733,Ponce,PR,18.019331,-66.619165,72113,PONCE,40560,72.0
734,Ponce,PR,17.999499,-66.643934,72113,PONCE,40560,72.0
735,Ceiba,PR,18.258444,-65.65987,72037,CEIBA,40180,72.0
736,Cayey,PR,18.112895,-66.15377,72035,CAYEY,40170,72.0
737,Cayey,PR,18.102967,-66.139274,72035,CAYEY,40170,72.0
738,Fajardo,PR,18.32265,-65.66116,72053,FAJARDO,40260,72.0
739,Cidra,PR,18.16984,-66.16271,72041,CIDRA,40200,72.0
740,Puerto Real,PR,18.331711,-65.62761,72053,FAJARDO,40260,72.0
741,Punta Santiago,PR,18.160754999999998,-65.75765,72069,HUMACAO,40340,72.0
742,Roosevelt Roads,PR,18.264872,-65.594769,72037,CEIBA,40180,72.0
744,Rio Blanco,PR,18.206329,-65.74305799999999,72103,MAGUABO,40510,72.0
745,Rio Grande,PR,18.366213000000002,-65.82276999999999,72119,RIO GRANDE,40590,72.0
747,Lluveras,PR,18.069474,-66.952589,72121,SABANA GRANDE,40610,72.0
748,Fajardo,PR,18.326732,-65.652484,72053,FAJARDO,40260,72.0
751,Salinas,PR,17.993803,-66.26534000000001,72123,SALINAS,40620,72.0
752,San Antonio,PR,18.493745,-67.097726,72005,AGUADILLA,40030,72.0
754,San Lorenzo,PR,18.15633,-65.96831,72129,SAN LORENZO,40650,72.0
757,Santa Isabel,PR,17.98631,-66.39457,72133,SANTA ISABEL,40670,72.0
761,Utuado,PR,18.265445,-66.702364,72141,UTUADO,40710,72.0
762,Vega Alta,PR,18.420218,-66.32428399999999,72143,VEGA ALTA,40720,72.0
763,Monserrate,PR,18.452175,-66.399836,72145,VEGA BAJA,40730,72.0
764,Vega Baja,PR,18.452084,-66.397138,72145,VEGA BAJA,40730,72.0
765,Vieques,PR,18.125664,-65.45603,72147,VIEQUES,40740,72.0
766,Villalba,PR,18.126023,-66.48208000000001,72149,VILLALBA,40750,72.0
767,Yabucoa,PR,18.072751999999998,-65.89703,72151,YABUCOA,40760,72.0
768,Yauco,PR,18.030715,-66.856181,72153,YAUCO,40770,72.0
769,Coamo,PR,18.092813,-66.3611,72043,COAMO,40210,72.0
771,Las Piedras,PR,18.18744,-65.87088,72085,LAS PIEDRAS,40420,72.0
772,Loiza,PR,18.427674,-65.87605,72087,LOIZA,40430,72.0
773,Luquillo,PR,18.361344,-65.72133000000001,72089,LUQUILLO,40440,72.0
775,Culebra,PR,18.311149,-65.29257,72049,CULEBRA,40240,72.0
777,Juncos,PR,18.224088000000002,-65.91315999999999,72077,JUNCOS,40380,72.0
778,Gurabo,PR,18.258628,-65.97791,72063,GURABO,40310,72.0
780,Coto Laurel,PR,18.068538,-66.55939000000001,72113,PONCE,40560,72.0
782,Comerio,PR,18.223348,-66.2267,72045,COMERIO,40220,72.0
783,Corozal,PR,18.304873999999998,-66.32305,72047,COROZAL,40230,72.0
784,Guayama,PR,17.984137,-66.12779,72057,GUAYAMA,40280,72.0
785,Guayama,PR,18.018822,-66.795603,72059,GUAYANILLA,40290,72.0
786,La Plata,PR,18.128092000000002,-66.26871700000001,72009,AIBONITO,40050,72.0
791,Humacao,PR,18.147257,-65.82269000000001,72069,HUMACAO,40340,72.0
792,Humacao,PR,18.138029,-65.788499,72069,HUMACAO,40340,72.0
794,Barranquitas,PR,18.204294,-66.31058,72019,BARRANQUITAS,40100,72.0
795,Juana Diaz,PR,18.036253,-66.50289000000001,72075,JUANA DIAZ,40370,72.0
901,San Juan,PR,18.465426,-66.10786,72127,SAN JUAN,40640,72.0
902,San Juan,PR,18.410462,-66.06053299999999,72127,SAN JUAN,40640,72.0
908,San Juan,PR,18.410462,-66.06053299999999,72127,SAN JUAN,40640,72.0
910,San Juan,PR,18.410462,-66.06053299999999,72127,SAN JUAN,40640,72.0
914,San Juan,PR,18.410462,-66.06053299999999,72127,SAN JUAN,40640,72.0
916,San Juan,PR,18.410462,-66.06053299999999,72127,SAN JUAN,40640,72.0
919,San Juan,PR,18.410462,-66.06053299999999,72127,SAN JUAN,40640,72.0
922,San Juan,PR,18.410462,-66.06053299999999,72127,SAN JUAN,40640,72.0
928,San Juan,PR,18.410462,-66.06053299999999,72127,SAN JUAN,40640,72.0
929,San Juan,PR,18.410462,-66.06053299999999,72127,SAN JUAN,40640,72.0
930,San Juan,PR,18.410462,-66.06053299999999,72127,SAN JUAN,40640,72.0
931,San Juan,PR,18.410462,-66.06053299999999,72127,SAN JUAN,40640,72.0
933,San Juan,PR,18.410462,-66.06053299999999,72127,SAN JUAN,40640,72.0
935,San Juan,PR,18.410462,-66.06053299999999,72127,SAN JUAN,40640,72.0
936,San Juan,PR,18.410462,-66.06053299999999,72127,SAN JUAN,40640,72.0
937,San Juan,PR,18.410462,-66.06053299999999,72127,SAN JUAN,40640,72.0
938,San Juan,PR,18.410462,-66.06053299999999,72127,SAN JUAN,40640,72.0
939,San Juan,PR,18.410462,-66.06053299999999,72127,SAN JUAN,40640,72.0
940,San Juan,PR,18.410462,-66.06053299999999,72127,SAN JUAN,40640,72.0
955,San Juan,PR,18.410462,-66.06053299999999,72127,SAN JUAN,40640,72.0
975,San Juan,PR,18.410462,-66.06053299999999,72127,SAN JUAN,40640,72.0
981,Carolina,PR,18.410462,-66.06053299999999,72127,SAN JUAN,40640,72.0
906,San Juan,PR,18.46454,-66.10079,72127,SAN JUAN,40640,72.0
907,San Juan,PR,18.451131,-66.07798000000001,72127,SAN JUAN,40640,72.0
909,San Juan,PR,18.442282000000002,-66.06764,72127,SAN JUAN,40640,72.0
911,San Juan,PR,18.45009,-66.0577,72127,SAN JUAN,40640,72.0
912,San Juan,PR,18.445946,-66.05928,72127,SAN JUAN,40640,72.0
913,San Juan,PR,18.450907,-66.04256,72127,SAN JUAN,40640,72.0
915,San Juan,PR,18.436995,-66.04888000000001,72127,SAN JUAN,40640,72.0
917,San Juan,PR,18.422263,-66.0513,72127,SAN JUAN,40640,72.0
918,San Juan,PR,18.417668,-66.06494,72127,SAN JUAN,40640,72.0
920,San Juan,PR,18.41242,-66.09069000000001,72127,SAN JUAN,40640,72.0
921,San Juan,PR,18.394019,-66.08633,72127,SAN JUAN,40640,72.0
923,San Juan,PR,18.410681,-66.03806,72127,SAN JUAN,40640,72.0
924,San Juan,PR,18.401917,-66.01194,72127,SAN JUAN,40640,72.0
925,San Juan,PR,18.400006,-66.05028,72127,SAN JUAN,40640,72.0
926,San Juan,PR,18.361363,-66.0562,72127,SAN JUAN,40640,72.0
927,San Juan,PR,18.39184,-66.06867,72127,SAN JUAN,40640,72.0
934,Fort Buchanan,PR,18.413511,-66.12198000000001,72021,BAYAMON,40110,72.0
949,Toa Baja,PR,18.433173,-66.2042,72137,TOA BAJA,40690,72.0
950,Toa Baja,PR,18.457760999999998,-66.196503,72137,TOA BAJA,40690,72.0
951,Toa Baja,PR,18.457760999999998,-66.196503,72137,TOA BAJA,40690,72.0
952,Sabana Seca,PR,18.429218,-66.18014000000001,72137,TOA BAJA,40690,72.0
953,Toa Alta,PR,18.36802,-66.23414,72135,TOA ALTA,40680,72.0
954,Toa Alta,PR,18.358939000000003,-66.258108,72135,TOA ALTA,40680,72.0
956,Bayamon,PR,18.34216,-66.16643,72021,BAYAMON,40110,72.0
957,Bayamon,PR,18.369674,-66.18669,72021,BAYAMON,40110,72.0
958,Bayamon,PR,18.34487,-66.166014,72021,BAYAMON,40110,72.0
960,Bayamon,PR,18.34487,-66.166014,72021,BAYAMON,40110,72.0
959,Bayamon,PR,18.387063,-66.15943,72021,BAYAMON,40110,72.0
961,Bayamon,PR,18.412461999999998,-66.16033,72021,BAYAMON,40110,72.0
962,Catano,PR,18.437683,-66.13847,72033,CATANO,40160,72.0
963,Catano,PR,18.443217,-66.13929300000001,72033,CATANO,40160,72.0
965,Guaynabo,PR,18.431453,-66.11703,72061,GUAYNABO,40300,72.0
966,Guaynabo,PR,18.398507000000002,-66.11522,72061,GUAYNABO,40300,72.0
968,Guaynabo,PR,18.408479,-66.1025,72061,GUAYNABO,40300,72.0
969,Guaynabo,PR,18.366981,-66.10889,72061,GUAYNABO,40300,72.0
970,Guaynabo,PR,18.359143,-66.11229499999999,72061,GUAYNABO,40300,72.0
971,Guaynabo,PR,18.329688,-66.11876,72061,GUAYNABO,40300,72.0
976,Trujillo Alto,PR,18.346767,-66.00561,72139,TRUJILLO ALTO,40700,72.0
977,Trujillo Alto,PR,18.337004,-65.990099,72139,TRUJILLO ALTO,40700,72.0
978,St Just,PR,18.337004,-65.990099,72139,TRUJILLO ALTO,40700,72.0
979,Carolina,PR,18.431885,-66.0127,72031,CAROLINA,40150,72.0
982,Carolina,PR,18.409345000000002,-65.99313000000001,72031,CAROLINA,40150,72.0
983,Carolina,PR,18.414407999999998,-65.97582,72031,CAROLINA,40150,72.0
984,Carolina,PR,18.393355,-65.972495,72031,CAROLINA,40150,72.0
986,Carolina,PR,18.393355,-65.972495,72031,CAROLINA,40150,72.0
988,Carolina,PR,18.393355,-65.972495,72031,CAROLINA,40150,72.0
985,Carolina,PR,18.374896,-65.94691,72031,CAROLINA,40150,72.0
987,Carolina,PR,18.372228,-65.96275,72031,CAROLINA,40150,72.0
1001,Agawam,MA,42.070609999999995,-72.62029,25013,HAMPDEN,22070,25.0
1002,Amherst,MA,42.377651,-72.50323,25015,HAMPSHIRE,22080,25.0
1003,Amherst,MA,42.369562,-72.63599,25015,HAMPSHIRE,22080,25.0
1059,North Amherst,MA,42.369562,-72.63599,25015,HAMPSHIRE,22080,25.0
1061,Northampton,MA,42.369562,-72.63599,25015,HAMPSHIRE,22080,25.0
1004,Amherst,MA,42.384494000000004,-72.513183,25015,HAMPSHIRE,22080,25.0
1005,Barre,MA,42.412094,-72.10443000000001,25027,WORCESTER,22170,25.0
1007,Belchertown,MA,42.278424,-72.411,25015,HAMPSHIRE,22080,25.0
1008,Blandford,MA,42.174313,-72.94828000000001,25013,HAMPDEN,22070,25.0
1009,Bondsville,MA,42.206092,-72.340486,25013,HAMPDEN,22070,25.0
1010,Brimfield,MA,42.126038,-72.20551999999999,25013,HAMPDEN,22070,25.0
1011,Chester,MA,42.271442,-73.01958,25003,BERKSHIRE,22010,25.0
1012,Chesterfield,MA,42.390836,-72.84356,25015,HAMPSHIRE,22080,25.0
1013,Chicopee,MA,42.161491999999996,-72.60316,25013,HAMPDEN,22070,25.0
1014,Chicopee,MA,42.170730999999996,-72.604842,25013,HAMPDEN,22070,25.0
1021,Chicopee,MA,42.170730999999996,-72.604842,25013,HAMPDEN,22070,25.0
1041,Holyoke,MA,42.170730999999996,-72.604842,25013,HAMPDEN,22070,25.0
1090,West Springfield,MA,42.170730999999996,-72.604842,25013,HAMPDEN,22070,25.0
1101,Springfield,MA,42.170730999999996,-72.604842,25013,HAMPDEN,22070,25.0
1102,Springfield,MA,42.170730999999996,-72.604842,25013,HAMPDEN,22070,25.0
1111,Springfield,MA,42.170730999999996,-72.604842,25013,HAMPDEN,22070,25.0
1114,Springfield,MA,42.170730999999996,-72.604842,25013,HAMPDEN,22070,25.0
1116,Longmeadow,MA,42.170730999999996,-72.604842,25013,HAMPDEN,22070,25.0
1133,Springfield,MA,42.170730999999996,-72.604842,25013,HAMPDEN,22070,25.0
1138,Springfield,MA,42.170730999999996,-72.604842,25013,HAMPDEN,22070,25.0
1139,Springfield,MA,42.170730999999996,-72.604842,25013,HAMPDEN,22070,25.0
1152,Springfield,MA,42.170730999999996,-72.604842,25013,HAMPDEN,22070,25.0
1020,Chicopee,MA,42.175992,-72.57265,25013,HAMPDEN,22070,25.0
1022,Chicopee,MA,42.196666,-72.55606,25013,HAMPDEN,22070,25.0
1026,Cummington,MA,42.465041,-72.91813,25015,HAMPSHIRE,22080,25.0
1027,Easthampton,MA,42.27279,-72.68677,25015,HAMPSHIRE,22080,25.0
1028,East Longmeadow,MA,42.066795,-72.5102,25013,HAMPDEN,22070,25.0
1029,East Otis,MA,42.175896,-73.04204,25003,BERKSHIRE,22010,25.0
1030,Feeding Hills,MA,42.070774,-72.67248000000001,25013,HAMPDEN,22070,25.0
1031,Gilbertville,MA,42.330709999999996,-72.18833000000001,25027,WORCESTER,22170,25.0
1032,Goshen,MA,42.45792,-72.81551,25015,HAMPSHIRE,22080,25.0
1033,Granby,MA,42.254563,-72.51831,25015,HAMPSHIRE,22080,25.0
1034,Granville,MA,42.086224,-72.94464,25013,HAMPDEN,22070,25.0
1035,Hadley,MA,42.35549,-72.5733,25015,HAMPSHIRE,22080,25.0
1036,Hampden,MA,42.064703,-72.41735,25013,HAMPDEN,22070,25.0
1037,Hardwick,MA,42.374202000000004,-72.19524,25027,WORCESTER,22170,25.0
1038,Hatfield,MA,42.375155,-72.60831999999999,25015,HAMPSHIRE,22080,25.0
1039,Haydenville,MA,42.381475,-72.69259,25015,HAMPSHIRE,22080,25.0
1040,Holyoke,MA,42.201890999999996,-72.6242,25013,HAMPDEN,22070,25.0
1050,Huntington,MA,42.290209000000004,-72.87942,25015,HAMPSHIRE,22080,25.0
1053,Leeds,MA,42.353105,-72.70206,25015,HAMPSHIRE,22080,25.0
1054,Leverett,MA,42.479839,-72.49879,25011,FRANKLIN,22060,25.0
1056,Ludlow,MA,42.174893,-72.47068,25013,HAMPDEN,22070,25.0
1057,Monson,MA,42.089269,-72.317,25013,HAMPDEN,22070,25.0
1060,Northampton,MA,42.324539,-72.63561,25015,HAMPSHIRE,22080,25.0
1062,Florence,MA,42.324232,-72.67915,25015,HAMPSHIRE,22080,25.0
1063,Northampton,MA,42.317939,-72.64023399999999,25015,HAMPSHIRE,22080,25.0
1066,North Hatfield,MA,42.406696999999994,-72.633901,25015,HAMPSHIRE,22080,25.0
1068,Oakham,MA,42.349769,-72.04413000000001,25027,WORCESTER,22170,25.0
1069,Palmer,MA,42.176401,-72.32646,25013,HAMPDEN,22070,25.0
1070,Plainfield,MA,42.515853,-72.91660999999999,25015,HAMPSHIRE,22080,25.0
1071,Russell,MA,42.165931,-72.85153000000001,25013,HAMPDEN,22070,25.0
1072,Shutesbury,MA,42.486027,-72.42208000000001,25011,FRANKLIN,22060,25.0
1073,Southampton,MA,42.223884999999996,-72.72776999999999,25015,HAMPSHIRE,22080,25.0
1074,South Barre,MA,42.375997999999996,-72.149388,25027,WORCESTER,22170,25.0
1075,South Hadley,MA,42.234891,-72.58243,25015,HAMPSHIRE,22080,25.0
1077,Southwick,MA,42.05283,-72.76966,25013,HAMPDEN,22070,25.0
1079,Thorndike,MA,42.192892,-72.329574,25013,HAMPDEN,22070,25.0
1080,Three Rivers,MA,42.180563,-72.36518000000001,25013,HAMPDEN,22070,25.0
1081,Wales,MA,42.058023999999996,-72.22516999999999,25013,HAMPDEN,22070,25.0
1082,Ware,MA,42.270610999999995,-72.26066999999999,25015,HAMPSHIRE,22080,25.0
1083,Warren,MA,42.204679999999996,-72.20259,25027,WORCESTER,22170,25.0
1084,West Chesterfield,MA,42.379807,-72.89043000000001,25015,HAMPSHIRE,22080,25.0
1085,Westfield,MA,42.133642,-72.75029,25013,HAMPDEN,22070,25.0
1086,Westfield,MA,42.173428,-72.847964,25013,HAMPDEN,22070,25.0
1088,West Hatfield,MA,42.388831,-72.6321,25015,HAMPSHIRE,22080,25.0
1089,West Springfield,MA,42.112792999999996,-72.64066,25013,HAMPDEN,22070,25.0
1092,West Warren,MA,42.210777,-72.23904,25027,WORCESTER,22170,25.0
1093,Whately,MA,42.442673,-72.652511,25011,FRANKLIN,22060,25.0
1094,Wheelwright,MA,42.358201,-72.140846,25027,WORCESTER,22170,25.0
1095,Wilbraham,MA,42.12531,-72.44057,25013,HAMPDEN,22070,25.0
1096,Williamsburg,MA,42.415236,-72.78271,25015,HAMPSHIRE,22080,25.0
1097,Woronoco,MA,42.161743,-72.845912,25013,HAMPDEN,22070,25.0
1098,Worthington,MA,42.399054,-72.93871,25015,HAMPSHIRE,22080,25.0
1103,Springfield,MA,42.103294,-72.59111999999999,25013,HAMPDEN,22070,25.0
1104,Springfield,MA,42.130342999999996,-72.57338,25013,HAMPDEN,22070,25.0
1105,Springfield,MA,42.096644,-72.5798,25013,HAMPDEN,22070,25.0
1106,Longmeadow,MA,42.050395,-72.5712,25013,HAMPDEN,22070,25.0
1107,Springfield,MA,42.120193,-72.6061,25013,HAMPDEN,22070,25.0
1108,Springfield,MA,42.084094,-72.55523000000001,25013,HAMPDEN,22070,25.0
1109,Springfield,MA,42.116277000000004,-72.55031,25013,HAMPDEN,22070,25.0
1115,Springfield,MA,42.102894,-72.591633,25013,HAMPDEN,22070,25.0
1118,Springfield,MA,42.093144,-72.5291,25013,HAMPDEN,22070,25.0
1119,Springfield,MA,42.128442,-72.50932,25013,HAMPDEN,22070,25.0
1128,Springfield,MA,42.095344,-72.48857,25013,HAMPDEN,22070,25.0
1129,Springfield,MA,42.121031,-72.4896,25013,HAMPDEN,22070,25.0
1144,Springfield,MA,42.101796,-72.59151,25013,HAMPDEN,22070,25.0
1151,Indian Orchard,MA,42.153926,-72.50531,25013,HAMPDEN,22070,25.0
1195,Springfield,MA,42.1,-72.58,25013,HAMPDEN,22070,25.0
1199,Springfield,MA,42.119943,-72.60498299999999,25013,HAMPDEN,22070,25.0
1201,Pittsfield,MA,42.45384,-73.25399999999999,25003,BERKSHIRE,22010,25.0
1202,Pittsfield,MA,42.3929,-73.228483,25003,BERKSHIRE,22010,25.0
1203,Pittsfield,MA,42.3929,-73.228483,25003,BERKSHIRE,22010,25.0
1224,Berkshire,MA,42.3929,-73.228483,25003,BERKSHIRE,22010,25.0
1263,Stockbridge,MA,42.3929,-73.228483,25003,BERKSHIRE,22010,25.0
1220,Adams,MA,42.619727000000005,-73.11842,25003,BERKSHIRE,22010,25.0
1222,Ashley Falls,MA,42.057496,-73.32177,25003,BERKSHIRE,22010,25.0
1223,Becket,MA,42.314448999999996,-73.09335,25003,BERKSHIRE,22010,25.0
1225,Cheshire,MA,42.551731,-73.1653,25003,BERKSHIRE,22010,25.0
1226,Dalton,MA,42.476575,-73.11547,25003,BERKSHIRE,22010,25.0
